Country,GDP
Aruba,
Africa Eastern and Southern,258.700522887172
Afghanistan,166.224831269243
Africa Western and Central,167.637045045566
Angola,
Albania,
Andorra,4193.16237434646
Arab World,396.731933534425
United Arab Emirates,
Argentina,
Armenia,
American Samoa,
Antigua and Barbuda,
Australia,3495.14162747651
Austria,2380.97845801742
Azerbaijan,
Burundi,70.5855233745532
Belgium,3082.92798879126
Benin,108.49471860537
Burkina Faso,84.5179877968907
Bangladesh,127.995452738207
Bulgaria,
Bahrain,
The Bahamas,3108.95437416976
Bosnia and Herzegovina,
Belarus,
Belize,479.926941825033
Bermuda,3866.30036630037
Bolivia,231.357699266417
Brazil,
Barbados,
Brunei Darussalam,1424.47151999578
Bhutan,
Botswana,210.959089721176
Central African Republic,95.4189606722689
Canada,4535.39338907773
Central Europe and the Baltics,
Switzerland,
Channel Islands,
Chile,1089.31086222674
China,118.654144002222
Ivory Coast,277.000411319063
Cameroon,186.641929898748
Democratic Republic of the Congo,
"Congo, Rep.",223.67531568073
Colombia,365.345951070262
Comoros,
Cabo Verde,
Costa Rica,565.287563133351
Caribbean small states,799.673323902393
Cuba,766.106950711573
Curacao,
Cayman Islands,
Cyprus,
Czechia,
Germany,3192.13361563743
Djibouti,
Dominica,
Denmark,3845.50608879175
Dominican Republic,362.295131505632
Algeria,359.821798878964
Ecuador,433.670848149633
Egypt,242.133278552616
Eritrea,
Spain,1362.16552414021
Estonia,
Ethiopia,
European Union,2114.10535536973
Finland,2716.19009222861
Fiji,460.500609147337
France,3180.3374404808
Faroe Islands,2553.17883877922
"Micronesia, Fed. Sts.",
Gabon,626.031580848688
United Kingdom,2649.80151387223
Georgia,
Ghana,266.463604630495
Gibraltar,
Guinea,
"Gambia, The",102.38273510231
Guinea-Bissau,132.110891549799
Equatorial Guinea,208.195346581519
Greece,1652.32595586747
Grenada,
Greenland,1874.29530190099
Guatemala,355.090371107723
Guam,
Guyana,395.081131356597
High income,3014.15792716237
"Hong Kong SAR, China",1106.46971695915
Honduras,254.925804733808
Heavily indebted poor countries (HIPC),143.534568343737
Croatia,
Haiti,76.1157790044568
Hungary,
IBRD only,266.020592028298
IDA & IBRD total,246.256906577927
IDA total,148.840735161499
IDA blend,182.687357920622
Indonesia,78.8657568258469
IDA only,139.974181054445
Isle of Man,
India,118.160528911908
Not classified,
Ireland,1703.93218277317
Iran,469.083555428261
Iraq,380.637512609983
Iceland,3252.09917788448
Israel,
Italy,2305.60975059607
Jamaica,816.407778145037
Jordan,414.441997125323
Japan,2321.39092521418
Kazakhstan,
Kenya,149.46402618789
Kyrgyz Republic,
Cambodia,144.842367453274
Kiribati,261.017040721491
St. Kitts and Nevis,440.184519891085
South Korea,301.178736655376
Kuwait,4518.73594781024
Lao PDR,
Lebanon,
Liberia,
Libya,
St. Lucia,
Latin America & Caribbean,
Sri Lanka,187.228284710283
Lesotho,72.1594493375293
Late-demographic dividend,314.957535062363
Lithuania,
Latvia,
"Macao SAR, China",
St. Martin (French part),
Morocco,276.508117675781
Moldova,
Madagascar,175.354896767281
Maldives,
Middle East & North Africa,469.370237188688
Mexico,755.332488401455
Marshall Islands,
Middle income,242.394841706305
North Macedonia,
Mali,63.2564574597478
Malta,874.066335595898
Myanmar,21.0442201535936
Middle East & North Africa (excluding high income),328.228649024461
Montenegro,
Mongolia,
Northern Mariana Islands,
Mozambique,
Mauritania,290.193898867241
Mauritius,
Malawi,
Malaysia,402.214928171777
North America,5506.27217692454
Namibia,
New Caledonia,3449.88148824713
Niger,144.582837606278
Nigeria,161.54390139432
Nicaragua,
Netherlands,3378.61479729144
Norway,3736.34873749991
Nepal,69.1017185084602
Nauru,
New Zealand,2772.9185969396
OECD members,2872.73035762288
Oman,437.005336943921
Other small states,332.709910751113
Pakistan,175.198919999176
Panama,977.451458303401
Peru,
Philippines,217.977486755357
Palau,
Papua New Guinea,281.546328368862
Poland,
Pre-demographic dividend,157.949789945429
Puerto Rico,2044.31990558216
"Korea, Dem. People's Rep.",
Portugal,1064.53771257341
Paraguay,269.73684248673
West Bank and Gaza,
Pacific island small states,362.639453185858
Post-demographic dividend,3061.73128015563
French Polynesia,2431.17169838845
Qatar,2912.95835728536
Romania,
Russia,
Rwanda,55.5243158422878
Saudi Arabia,1123.2141593584
Sudan,151.977722167969
Senegal,297.769143407178
Singapore,1071.41154035538
Solomon Islands,282.386061588297
Sierra Leone,148.106585721158
El Salvador,319.88047497175
San Marino,
Somalia,86.7131905583188
Serbia,
Sub-Saharan Africa (excluding high income),214.615683826722
South Sudan,
Sub-Saharan Africa,214.637053433658
Small states,508.21574373234
Sao Tome and Principe,
Suriname,767.806216934591
Slovak Republic,
Slovenia,
Sweden,5132.71160742552
Eswatini,299.974018634623
Sint Maarten (Dutch part),
Seychelles,401.608022143052
Syria,320.812975135006
Turks and Caicos Islands,
Chad,134.098108433747
Togo,126.383283133497
Thailand,200.364068276751
Tajikistan,
Turkmenistan,
Timor-Leste,
Tonga,
Trinidad and Tobago,896.637753766272
Tunisia,325.192833788724
Turkiye,444.628321938518
Tuvalu,
Tanzania,
Uganda,133.491572721863
Ukraine,
Upper middle income,317.000285140016
Uruguay,1000.6295026028
United States of America,5609.38259952519
Uzbekistan,
St. Vincent and the Grenadines,201.124608332526
"Venezuela, RB",1109.42701027646
British Virgin Islands,
Virgin Islands (U.S.),
Viet Nam,
Vanuatu,
Samoa,
Kosovo,
"Yemen, Rep.",
South Africa,1016.48336455713
Zambia,383.416149251838
Zimbabwe,406.217503262376
