Country,GDP
Aruba,
Africa Eastern and Southern,270.761172089169
Afghanistan,141.36532229912
Africa Western and Central,198.403376376215
Angola,
Albania,
Andorra,4967.34396310593
Arab World,459.806500713389
United Arab Emirates,
Argentina,
Armenia,
American Samoa,
Antigua and Barbuda,
Australia,3949.37298705831
Austria,2924.04887899105
Azerbaijan,
Burundi,68.9553297399475
Belgium,3831.63189999433
Benin,129.999625204098
Burkina Faso,99.6670656693455
Bangladesh,90.6783655642567
Bulgaria,
Bahrain,
The Bahamas,3123.46377278902
Bosnia and Herzegovina,
Belarus,
Belize,527.756564242352
Bermuda,4343.17343173432
Bolivia,268.29504213227
Brazil,
Barbados,
Brunei Darussalam,1882.2038421158
Bhutan,
Botswana,262.465133278116
Central African Republic,106.944879773864
Canada,5106.73708049128
Central Europe and the Baltics,
Switzerland,
Channel Islands,
Chile,1166.38858554687
China,131.885558530844
Ivory Coast,309.265108109366
Cameroon,220.024808055912
Democratic Republic of the Congo,
"Congo, Rep.",276.493942297379
Colombia,395.98762231097
Comoros,
Cabo Verde,
Costa Rica,633.199660020383
Caribbean small states,911.451742552224
Cuba,887.217197747857
Curacao,
Cayman Islands,
Cyprus,
Czechia,
Germany,3809.98144489456
Djibouti,
Dominica,
Denmark,4654.29893603922
Dominican Republic,420.631472097978
Algeria,468.619255466846
Ecuador,487.628789407394
Egypt,255.971413977343
Eritrea,
Spain,1708.80862877366
Estonia,
Ethiopia,
European Union,2533.80700786949
Finland,3177.64570093734
Fiji,577.927077955017
France,3865.92540043539
Faroe Islands,3036.22780926119
"Micronesia, Fed. Sts.",
Gabon,691.814186839561
United Kingdom,3030.43251411977
Georgia,
Ghana,225.982511268845
Gibraltar,
Guinea,
"Gambia, The",105.539653664223
Guinea-Bissau,147.164742956899
Equatorial Guinea,214.267650325541
Greece,1899.67578389335
Grenada,
Greenland,2196.71424019198
Guatemala,367.118881140873
Guam,
Guyana,395.267761755572
High income,3461.75452247877
"Hong Kong SAR, China",1384.7342645141
Honduras,271.647710390584
Heavily indebted poor countries (HIPC),151.818102426641
Croatia,
Haiti,76.6515564852582
Hungary,
IBRD only,292.687509315786
IDA & IBRD total,267.828799959926
IDA total,150.925456561008
IDA blend,199.827306694767
Indonesia,90.5120591683994
IDA only,133.540195587877
Isle of Man,
India,122.612453445976
Not classified,
Ireland,2080.46514718169
Iran,569.663454428143
Iraq,391.522287321083
Iceland,4014.84273017558
Israel,
Italy,2671.1373144713
Jamaica,979.035955975697
Jordan,462.509207665313
Japan,3031.43860570759
Kazakhstan,
Kenya,171.005091664548
Kyrgyz Republic,
Cambodia,74.7159102094334
Kiribati,317.694979466963
St. Kitts and Nevis,516.589722521269
South Korea,324.192811178745
Kuwait,4870.44318448201
Lao PDR,
Lebanon,
Liberia,
Libya,
St. Lucia,
Latin America & Caribbean,
Sri Lanka,197.757935034257
Lesotho,73.7423471114688
Late-demographic dividend,349.762518801352
Lithuania,
Latvia,
"Macao SAR, China",
St. Martin (French part),
Morocco,313.998260498047
Moldova,
Madagascar,190.267134643531
Maldives,
Middle East & North Africa,552.93082442951
Mexico,844.174438114132
Marshall Islands,
Middle income,265.086860611456
North Macedonia,
Mali,76.6669555501138
Malta,975.758800875955
Myanmar,23.193271195256
Middle East & North Africa (excluding high income),381.483362898901
Montenegro,
Mongolia,
Northern Mariana Islands,
Mozambique,
Mauritania,328.753852059416
Mauritius,
Malawi,
Malaysia,466.906604502358
North America,5999.12680236964
Namibia,
New Caledonia,4038.31869876224
Niger,150.777854945355
Nigeria,210.995479819975
Nicaragua,
Netherlands,4104.45102978895
Norway,4413.57569168528
Nepal,78.461625516526
Nauru,
New Zealand,3294.64894268304
OECD members,3295.29062454914
Oman,518.164168022641
Other small states,394.161236828339
Pakistan,150.61721129504
Panama,1044.15554027527
Peru,
Philippines,230.07473144042
Palau,
Papua New Guinea,328.939336610748
Poland,
Pre-demographic dividend,180.60830010791
Puerto Rico,2246.4767135113
"Korea, Dem. People's Rep.",
Portugal,1302.2662677393
Paraguay,304.991966132839
West Bank and Gaza,
Pacific island small states,427.000619376485
Post-demographic dividend,3519.75927781977
French Polynesia,2581.37990048853
Qatar,3439.86369087287
Romania,
Russia,
Rwanda,59.5945182855124
Saudi Arabia,1437.21056542895
Sudan,160.062286376953
Senegal,349.816314819906
Singapore,1264.37510720987
Solomon Islands,223.26591771668
Sierra Leone,161.17496799397
El Salvador,332.723468441796
San Marino,
Somalia,106.410804806199
Serbia,
Sub-Saharan Africa (excluding high income),235.383821756304
South Sudan,
Sub-Saharan Africa,235.429620922377
Small states,587.554447656527
Sao Tome and Principe,
Suriname,784.722624009821
Slovak Republic,
Slovenia,
Sweden,6027.12849917337
Eswatini,313.866765420133
Sint Maarten (Dutch part),
Seychelles,546.951095334072
Syria,356.901987529773
Turks and Caicos Islands,
Chad,153.077005510741
Togo,144.024123583354
Thailand,216.14923480827
Tajikistan,
Turkmenistan,
Timor-Leste,
Tonga,
Trinidad and Tobago,1069.44510492249
Tunisia,420.581560608999
Turkiye,555.286128992833
Tuvalu,
Tanzania,
Uganda,136.967668148757
Ukraine,
Upper middle income,354.013758166233
Uruguay,775.836172655407
United States of America,6094.01798986165
Uzbekistan,
St. Vincent and the Grenadines,273.552005248785
"Venezuela, RB",1158.85976459775
British Virgin Islands,
Virgin Islands (U.S.),
Viet Nam,
Vanuatu,
Samoa,
Kosovo,
"Yemen, Rep.",
South Africa,1034.49213981645
Zambia,414.10760627916
Zimbabwe,483.969974201324
