Country,GDP
Aruba,
Africa Eastern and Southern,692.732222034866
Afghanistan,
Africa Western and Central,805.033533566345
Angola,623.909304098497
Albania,
Andorra,8108.67734754334
Arab World,2295.29154133792
United Arab Emirates,34586.5318099776
Argentina,3727.04801015838
Armenia,
American Samoa,
Antigua and Barbuda,2784.73723341125
Australia,11515.6229187212
Austria,9537.40742043378
Azerbaijan,
Burundi,229.117725538647
Belgium,8846.23429846974
Benin,262.577339668772
Burkina Faso,212.486988135551
Bangladesh,193.409373077802
Bulgaria,1852.81343442802
Bahrain,9227.67973817044
The Bahamas,7324.18655372676
Bosnia and Herzegovina,
Belarus,
Belize,1231.01245060973
Bermuda,15902.0203826211
Bolivia,884.552229028205
Brazil,
Barbados,4818.68387258313
Brunei Darussalam,18526.2942747221
Bhutan,343.624890969974
Botswana,1105.13020587111
Central African Republic,263.989469219566
Canada,13477.1031699599
Central Europe and the Baltics,
Switzerland,17859.2323695837
Channel Islands,
Chile,1700.162359764
China,297.807022526203
Ivory Coast,736.710615874585
Cameroon,743.474068758273
Democratic Republic of the Congo,
"Congo, Rep.",1074.50532328065
Colombia,1381.12004825276
Comoros,538.056856926778
Cabo Verde,418.393682891742
Costa Rica,1199.89865930049
Caribbean small states,2921.93367590687
Cuba,2223.92089092318
Curacao,
Cayman Islands,
Cyprus,4091.04858398438
Czechia,
Germany,9864.3449403866
Djibouti,
Dominica,1365.24915913437
Denmark,11857.8921357231
Dominican Republic,1499.96429276161
Algeria,2359.59326397424
Ecuador,1950.05965144113
Egypt,653.935441189967
Eritrea,
Spain,4478.50028561471
Estonia,
Ethiopia,224.083926181819
European Union,6558.66971368197
Finland,10497.479996566
Fiji,1619.22797673144
France,9998.97521903088
Faroe Islands,10893.5755826788
"Micronesia, Fed. Sts.",1280.77158972015
Gabon,4181.09245928052
United Kingdom,8691.51881306514
Georgia,
Ghana,312.479528454783
Gibraltar,
Guinea,
"Gambia, The",268.298783298048
Guinea-Bissau,187.504199164958
Equatorial Guinea,131.976982359418
Greece,5019.87877056877
Grenada,1342.50946985773
Greenland,7988.17794662988
Guatemala,1212.71655867236
Guam,
Guyana,628.662558947821
High income,9531.41169841129
"Hong Kong SAR, China",5595.26055343754
Honduras,1081.90693009833
Heavily indebted poor countries (HIPC),340.531539572606
Croatia,
Haiti,270.702009594736
Hungary,
IBRD only,891.563854937569
IDA & IBRD total,810.578829610505
IDA total,451.561450791145
IDA blend,731.667503907843
Indonesia,510.4349865101
IDA only,308.08376955183
Isle of Man,
India,292.644647182024
Not classified,
Ireland,5915.24177164341
Iran,3551.4946474781
Iraq,2731.72448130334
Iceland,11671.8092292119
Israel,
Italy,7832.5753867885
Jamaica,1620.96535957255
Jordan,1956.7049234649
Japan,10652.0147161768
Kazakhstan,
Kenya,330.900756462018
Kyrgyz Republic,
Cambodia,
Kiribati,590.09258312588
St. Kitts and Nevis,2039.29751347592
South Korea,2198.93929063878
Kuwait,12022.3182345871
Lao PDR,
Lebanon,
Liberia,
Libya,
St. Lucia,1534.07845715538
Latin America & Caribbean,
Sri Lanka,330.040070536229
Lesotho,252.689979396071
Late-demographic dividend,924.468555534205
Lithuania,
Latvia,
"Macao SAR, China",4255.40082215204
St. Martin (French part),
Morocco,758.467590332031
Moldova,
Madagascar,481.151405534211
Maldives,322.460743251845
Middle East & North Africa,3054.96856629758
Mexico,2166.56948940694
Marshall Islands,1160.50034746352
Middle income,805.179564138993
North Macedonia,
Mali,165.027284769923
Malta,3527.04000013994
Myanmar,39.0007734035871
Middle East & North Africa (excluding high income),1867.00762923246
Montenegro,
Mongolia,1492.92197514879
Northern Mariana Islands,
Mozambique,
Mauritania,707.73299572593
Mauritius,1088.43640130411
Malawi,252.205738234449
Malaysia,2123.25859655901
North America,15341.7170059818
Namibia,2223.82542341675
New Caledonia,5540.40277850116
Niger,266.470304492454
Nigeria,1223.60392131354
Nicaragua,
Netherlands,10680.3590423923
Norway,14927.5174766339
Nepal,146.181465892901
Nauru,
New Zealand,7598.31203875006
OECD members,8793.62049466264
Oman,6585.06597964288
Other small states,2247.90200710204
Pakistan,315.017265891048
Panama,2822.85381122412
Peru,750.231715848584
Philippines,723.083256716885
Palau,
Papua New Guinea,775.605953924949
Poland,
Pre-demographic dividend,690.392299210115
Puerto Rico,5217.72272856039
"Korea, Dem. People's Rep.",
Portugal,2735.49106580047
Paraguay,1696.91306555737
West Bank and Gaza,
Pacific island small states,1207.1906935712
