Country,GDP
Aruba,
Africa Eastern and Southern,199.559835253667
Afghanistan,167.165674606148
Africa Western and Central,127.32526763253
Angola,
Albania,
Andorra,
Arab World,
United Arab Emirates,
Argentina,
Armenia,
American Samoa,
Antigua and Barbuda,
Australia,2580.11059164641
Austria,1569.66718289967
Azerbaijan,
Burundi,54.4503050875793
Belgium,2086.63600544654
Benin,107.682861579389
Burkina Faso,84.5594912907854
Bangladesh,116.796320541279
Bulgaria,
Bahrain,
The Bahamas,2466.52008844272
Bosnia and Herzegovina,
Belarus,
Belize,425.732250385276
Bermuda,2982.74961719905
Bolivia,174.203292040615
Brazil,
Barbados,
Brunei Darussalam,1181.94254125992
Bhutan,
Botswana,101.330609099125
Central African Republic,84.8432453513909
Canada,3217.15929360795
Central Europe and the Baltics,
Switzerland,2960.72258588384
Channel Islands,
Chile,756.731234314249
China,96.5891788251155
Ivory Coast,222.975513933606
Cameroon,156.679770525671
Democratic Republic of the Congo,
"Congo, Rep.",185.711647966232
Colombia,301.136382485833
Comoros,
Cabo Verde,
Costa Rica,409.983118355561
Caribbean small states,654.127295333126
Cuba,
Curacao,
Cayman Islands,
Cyprus,
Czechia,
Germany,
Djibouti,
Dominica,
Denmark,2700.74628964677
Dominican Republic,251.842578431878
Algeria,261.366233944322
Ecuador,451.289129928505
Egypt,172.963857440933
Eritrea,
Spain,968.306781765983
Estonia,
Ethiopia,
European Union,
Finland,2034.18904965478
Fiji,328.781570669677
France,2363.66966905413
Faroe Islands,1778.62715686756
"Micronesia, Fed. Sts.",
Gabon,481.088520308582
United Kingdom,2058.78188198056
Georgia,
Ghana,212.85527066079
Gibraltar,
Guinea,
"Gambia, The",96.2521683952769
Guinea-Bissau,
Equatorial Guinea,234.512140883211
Greece,1068.11455622703
Grenada,
Greenland,
Guatemala,287.968047136813
Guam,
Guyana,370.596670224209
High income,2167.48025651804
"Hong Kong SAR, China",723.239225616661
Honduras,234.779471771704
Heavily indebted poor countries (HIPC),126.195545262237
Croatia,
Haiti,83.2726932437586
Hungary,
IBRD only,211.027389096111
IDA & IBRD total,196.325001038461
IDA total,121.869646975109
IDA blend,131.65508780049
Indonesia,53.3381957238127
IDA only,124.902213562572
Isle of Man,
India,96.0463298450023
Not classified,
Ireland,1152.00495214994
Iran,289.108984961395
Iraq,
Iceland,3125.64949185014
Israel,1468.12386156648
Italy,1533.69287748547
Jamaica,641.141032975626
Jordan,499.0832969851
Japan,1239.31837741267
Kazakhstan,
Kenya,120.826516103627
Kyrgyz Republic,
Cambodia,149.827335997696
Kiribati,
St. Kitts and Nevis,339.8148582676
South Korea,161.159443282246
Kuwait,3930.18988310576
Lao PDR,
Lebanon,
Liberia,
Libya,
St. Lucia,
Latin America & Caribbean,
Sri Lanka,160.700348714315
Lesotho,64.4906877890851
Late-demographic dividend,247.092177937013
Lithuania,
Latvia,
"Macao SAR, China",
St. Martin (French part),
Morocco,214.980865478516
Moldova,
Madagascar,156.805047094832
Maldives,
Middle East & North Africa,
Mexico,581.729450555001
Marshall Islands,
Middle income,193.418500682757
North Macedonia,
Mali,46.7851945218105
Malta,
Myanmar,16.5235281727641
Middle East & North Africa (excluding high income),231.177889423518
Montenegro,
Mongolia,
Northern Mariana Islands,
Mozambique,
Mauritania,275.724405864908
Mauritius,
Malawi,
Malaysia,332.800673787474
North America,4231.8673508104
Namibia,
New Caledonia,1865.66598599856
Niger,154.99371426486
Nigeria,99.8574044411854
Nicaragua,
Netherlands,1991.36068565042
Norway,2514.04377214705
Nepal,71.8678970508123
Nauru,
New Zealand,2188.39913862561
OECD members,2086.35282740733
Oman,172.258195571442
Other small states,
Pakistan,136.638092510909
Panama,743.582215730027
Peru,
Philippines,223.153532833099
Palau,
Papua New Guinea,190.183089671616
Poland,
Pre-demographic dividend,125.815183041937
Puerto Rico,1335.27411162524
"Korea, Dem. People's Rep.",
Portugal,646.82272006084
Paraguay,219.075346405282
West Bank and Gaza,
Pacific island small states,
Post-demographic dividend,2198.79470137129
French Polynesia,2084.85652744545
Qatar,
Romania,
Russia,
Rwanda,44.9533092489254
Saudi Arabia,
Sudan,118.762298583984
Senegal,311.786295643965
Singapore,626.029437593984
Solomon Islands,157.850551664175
Sierra Leone,133.145916733314
El Salvador,291.002444098585
San Marino,
Somalia,78.9650664687988
Serbia,
Sub-Saharan Africa (excluding high income),164.466558883344
South Sudan,
Sub-Saharan Africa,164.488921152277
Small states,
Sao Tome and Principe,
Suriname,642.279261975438
Slovak Republic,
Slovenia,
Sweden,3720.92684527721
Eswatini,182.502526855448
Sint Maarten (Dutch part),
Seychelles,333.233798841887
Syria,252.252422122305
Turks and Caicos Islands,
Chad,129.945113856646
Togo,118.388872711839
Thailand,171.69837367649
Tajikistan,
Turkmenistan,
Timor-Leste,
Tonga,
Trinidad and Tobago,797.31780167583
Tunisia,232.922369395447
Turkiye,473.693827120122
Tuvalu,
Tanzania,
Uganda,102.969889512895
Ukraine,
Upper middle income,254.542565877039
Uruguay,584.638472485047
United States of America,4336.42658722171
Uzbekistan,
St. Vincent and the Grenadines,167.776758627472
"Venezuela, RB",894.683817771574
British Virgin Islands,
Virgin Islands (U.S.),
Viet Nam,
Vanuatu,
Samoa,
Kosovo,
"Yemen, Rep.",
South Africa,775.152812003371
Zambia,350.653425227771
Zimbabwe,295.056449265782
