Country,GDP,rank
Aruba,12850.22,na
Africa Eastern and Southern,865.26,na
Afghanistan,,na
Africa Western and Central,602.99,na
Angola,850.56,na
Albania,336.59,na
Andorra,19967.73,na
Arab World,2082.36,na
United Arab Emirates,25668.49,na
Argentina,5730.72,96
Armenia,572.16,na
American Samoa,,na
Antigua and Barbuda,7569.97,na
Australia,18859.41,72
Austria,22410.91,61
Azerbaijan,734.94,na
Burundi,208.66,na
Belgium,21041.66,90
Benin,375.29,na
Burkina Faso,334.76,na
Bangladesh,283.38,na
Bulgaria,1267.73,39
Bahrain,8621.77,289
The Bahamas,11269.95,na
Bosnia and Herzegovina,,na
Belarus,,na
Belize,3190.87,na
Bermuda,27700.31,na
Bolivia,737.52,na
Brazil,2656.5,126
Barbados,7789.39,na
Brunei Darussalam,13717.39,na
Bhutan,423.27,na
Botswana,2855.95,na
Central African Republic,475.28,na
Canada,21846.79,18
Central Europe and the Baltics,2195.99,na
Switzerland,39544.49,82
Channel Islands,,na
Chile,2790.62,na
China,359.21,na
Ivory Coast,848.28,na
Cameroon,1005.3,na
Democratic Republic of the Congo,,na
"Congo, Rep.",1110.97,na
Colombia,1491.86,82
Comoros,958.92,na
Cabo Verde,858.09,na
Costa Rica,2221.47,na
Caribbean small states,2955.43,na
Cuba,2269.65,108
Curacao,,na
Cayman Islands,,na
Cyprus,9696.1,219
Czechia,2896.61,na
Germany,23357.76,10
Djibouti,735.73,na
Dominica,3178.48,na
Denmark,27011.38,194
Dominican Republic,1349.81,na
Algeria,1749.29,226
Ecuador,1589.75,na
Egypt,637.9,na
Eritrea,,na
Spain,14811.9,144
Estonia,,na
Ethiopia,269.61,na
European Union,15971.55,na
Finland,25484.74,108
Fiji,1763.29,na
France,21675.71,1
Faroe Islands,19424.34,na
"Micronesia, Fed. Sts.",1654.93,na
Gabon,5349.45,na
United Kingdom,19900.73,1
Georgia,1323.44,na
Ghana,416.78,na
Gibraltar,,na
Guinea,455.74,na
"Gambia, The",637.09,na
Guinea-Bissau,258.74,na
