Country,GDP,rank
Aruba,,na
Africa Eastern and Southern,625.47,na
Afghanistan,,na
Africa Western and Central,649.03,na
Angola,637.9,na
Albania,639.48,na
Andorra,7825.16,na
Arab World,2264.59,na
United Arab Emirates,31955.18,na
Argentina,3787.47,na
Armenia,,na
American Samoa,,na
Antigua and Barbuda,3187.98,na
Australia,12421.47,29
Austria,8991.07,39
Azerbaijan,,na
Burundi,203.86,na
Belgium,8457.27,76
Benin,244.84,na
Burkina Faso,188.34,na
Bangladesh,202.29,na
Bulgaria,1963.57,1
Bahrain,9316.38,na
The Bahamas,8463.46,na
Bosnia and Herzegovina,,na
Belarus,,na
Belize,1342.23,na
Bermuda,17469.83,na
Bolivia,986.78,na
Brazil,,21
Barbados,5235.13,na
Brunei Darussalam,17619.33,na
Bhutan,341.21,na
Botswana,1128.87,na
Central African Republic,252.75,na
Canada,13930.47,69
Central Europe and the Baltics,,na
Switzerland,16991.25,na
Channel Islands,,na
Chile,1619.37,na
China,302.59,na
Ivory Coast,711.09,na
Cameroon,768.98,na
Democratic Republic of the Congo,316.64,na
"Congo, Rep.",1095.84,na
Colombia,1333.37,58
Comoros,505.1,na
Cabo Verde,393.53,na
Costa Rica,1357.64,na
Caribbean small states,2762.38,na
Cuba,2388.29,96
Curacao,,na
Cayman Islands,,na
Cyprus,4258.74,69
Czechia,,na
Germany,9313.17,1
Djibouti,,na
Dominica,1517.42,na
Denmark,11562.92,na
Dominican Republic,1845.56,na
Algeria,2510.04,110
Ecuador,1874.38,na
Egypt,697.9,na
Eritrea,,na
Spain,4489.99,123
Estonia,,na
Ethiopia,206.52,na
European Union,6304.86,na
Finland,10833.87,123
Fiji,1657.85,na
France,9430.07,30
Faroe Islands,9438.55,na
"Micronesia, Fed. Sts.",,na
Gabon,4273.31,na
United Kingdom,8179.19,9
Georgia,,na
Ghana,330.69,na
Gibraltar,,na
Guinea,,na
"Gambia, The",215.01,na
Guinea-Bissau,156.26,na
Equatorial Guinea,140.56,na
Greece,4852.57,31
Grenada,1460.91,na
Greenland,7198.71,na
Guatemala,1234.7,na
Guam,,na
Guyana,563.95,na
High income,9876.6,na
"Hong Kong SAR, China",6208.23,na
Honduras,1153.31,na
Heavily indebted poor countries (HIPC),345.33,na
Croatia,,na
Haiti,296.77,na
Hungary,,12
IBRD only,899.48,na
IDA & IBRD total,806.58,na
IDA total,411.23,na
IDA blend,610.02,na
Indonesia,522.72,na
IDA only,313.07,na
Isle of Man,,na
India,278.1,na
Not classified,,na
Ireland,5692.03,na
"Iran, Islamic Rep.",3556.49,na
Iraq,3052.5,na
Iceland,11959.54,na
Israel,,na
Italy,7739.72,183
Jamaica,1048.35,na
Jordan,1888.7,na
Japan,11207.45,na
Kazakhstan,,na
Kenya,330.15,na
Kyrgyz Republic,,na
Cambodia,,na
Kiribati,644.69,na
St. Kitts and Nevis,2326.66,na
South Korea,2413.28,na
Kuwait,11962.65,156
Lao PDR,482.74,na
Lebanon,,na
Liberia,,na
Libya,,na
St. Lucia,1925.22,na
Latin America & Caribbean,,na
Sri Lanka,380.75,na
Lesotho,211.77,na
Late-demographic dividend,931.37,na
Lithuania,,na
Latvia,,na
"Macao SAR, China",4715.85,na
St. Martin (French part),,na
Morocco,675.02,82
Moldova,,na
Madagascar,390.01,na
Maldives,593.88,na
Middle East & North Africa,3016.31,na
Mexico,2506.89,na
Marshall Islands,1205.87,na
Middle income,805.74,na
North Macedonia,,na
Mali,153.54,na
Malta,3332.89,na
Myanmar,36.06,na
Middle East & North Africa (excluding high income),1915.6,na
Montenegro,,na
Mongolia,1121.33,20
Northern Mariana Islands,,na
Mozambique,,na
Mauritania,633.6,na
Mauritius,1027.99,na
Malawi,239.55,na
Malaysia,2311.17,na
North America,16808.84,na
Namibia,1837.35,na
New Caledonia,5249.36,na
Niger,209.53,na
Nigeria,903.45,na
Nicaragua,,na
Netherlands,9977.16,47
Norway,14989.49,53
Nepal,150.58,na
Nauru,,na
New Zealand,6713.76,na
OECD members,9124.14,na
Oman,6927.98,na
Other small states,2211.12,na
Pakistan,331.39,na
Panama,2879.24,na
Peru,1054.64,na
Philippines,667.67,na
Palau,,na
Papua New Guinea,756.46,na
Poland,,39
Pre-demographic dividend,621.98,na
Puerto Rico,5730.12,na
"Korea, Dem. People's Rep.",,na
Portugal,2522.75,na
Paraguay,1309.66,na
West Bank and Gaza,,na
Pacific island small states,1244.85,na
Post-demographic dividend,10037.93,na
French Polynesia,7237.48,na
Qatar,19252.17,na
Romania,,1
Russia,,1
Rwanda,262.09,na
Saudi Arabia,9717.42,na
Sudan,439.55,na
Senegal,549.55,na
Singapore,7228.32,na
Solomon Islands,677.72,na
Sierra Leone,296.61,na
El Salvador,765.69,na
San Marino,,na
Somalia,123.77,na
Serbia,,na
Sub-Saharan Africa (excluding high income),635.34,na
South Sudan,,na
Sub-Saharan Africa,635.6,na
Small states,2299.15,na
Sao Tome and Principe,,na
Suriname,2258.13,na
Slovak Republic,,na
Slovenia,,na
Sweden,13099.02,114
Eswatini,730.08,na
Sint Maarten (Dutch part),,na
Seychelles,2487.64,na
Syrian Arab Republic,1885.02,na
Turks and Caicos Islands,,na
Chad,186.79,na
Togo,222.18,na
Thailand,842.07,na
Tajikistan,,na
Turkmenistan,,na
Timor-Leste,,na
Tonga,662.2,na
Trinidad and Tobago,6547.46,na
Tunisia,1134.0,114
Turkiye,1245.93,na
Tuvalu,,na
Tanzania,,na
Uganda,247.34,na
Ukraine,,na
Upper middle income,1063.17,na
Uruguay,1612.32,na
United States of America,17121.23,1
Uzbekistan,,na
St. Vincent and the Grenadines,1223.84,na
"Venezuela, RB",3531.35,na
British Virgin Islands,,na
Virgin Islands (U.S.),,na
Viet Nam,,na
Vanuatu,1112.49,na
Samoa,654.76,na
Kosovo,,na
"Yemen, Rep.",,na
South Africa,2590.02,na
Zambia,419.2,na
Zimbabwe,756.33,na
