Country,GDP,rank
Aruba,28419.26,na
Africa Eastern and Southern,1554.17,na
Afghanistan,566.88,na
Africa Western and Central,1882.26,na
Angola,3217.34,na
Albania,3952.8,283
Andorra,38885.55,na
Arab World,6287.31,na
United Arab Emirates,41525.14,na
Argentina,13789.06,183
Armenia,3666.14,88
American Samoa,13101.54,na
Antigua and Barbuda,15985.54,na
Australia,56758.87,4
Austria,44195.82,217
Azerbaijan,5500.5,160
Burundi,289.36,na
Belgium,41008.3,101
Benin,1041.65,na
Burkina Faso,632.13,na
Bangladesh,1236.0,88
Bulgaria,7078.86,40
Bahrain,22795.45,na
The Bahamas,29724.95,na
Bosnia and Herzegovina,4654.61,160
Belarus,5967.07,140
Belize,6098.6,na
Bermuda,102005.63,na
Bolivia,2975.65,508
Brazil,8783.22,76
Barbados,17023.69,na
Brunei Darussalam,30681.43,na
Bhutan,2695.64,na
Botswana,5869.74,532
Central African Republic,351.88,na
Canada,43596.14,1
Central Europe and the Baltics,12526.59,na
Switzerland,83806.45,183
Channel Islands,,na
Chile,13567.36,365
China,8016.45,na
Ivory Coast,1941.58,na
Cameroon,1399.68,na
Democratic Republic of the Congo,482.06,na
"Congo, Rep.",2455.35,na
Colombia,6228.65,160
Comoros,1322.94,na
Cabo Verde,3169.08,na
Costa Rica,11529.96,217
Caribbean small states,10484.87,na
Cuba,7683.74,217
Curacao,19361.81,na
Cayman Islands,77295.85,na
Cyprus,23408.44,76
Czechia,17829.7,na
Germany,41103.26,40
Djibouti,2409.31,na
Dominica,7724.04,na
Denmark,53254.86,183
Dominican Republic,6838.94,na
Algeria,4197.42,118
Ecuador,6130.59,307
Egypt,3370.38,na
Eritrea,,na
Spain,25754.36,217
Estonia,17402.04,217
Ethiopia,630.31,na
European Union,30487.16,na
Finland,42801.91,283
Fiji,5105.19,na
France,36652.92,40
Faroe Islands,52726.69,na
"Micronesia, Fed. Sts.",2891.32,na
Gabon,7090.45,na
United Kingdom,44964.39,40
Georgia,4014.11,118
Ghana,1711.27,480
Gibraltar,,na
Guinea,756.43,na
"Gambia, The",611.67,na
Guinea-Bissau,585.96,na
Equatorial Guinea,9788.98,na
Greece,18083.88,101
Grenada,8379.62,na
Greenland,44536.35,na
Guatemala,3994.63,na
Guam,34522.38,na
Guyana,5668.43,na
High income,39811.48,na
"Hong Kong SAR, China",42432.16,na
Honduras,2257.23,na
Heavily indebted poor countries (HIPC),963.32,na
Croatia,12098.51,19
Haiti,1405.71,na
Hungary,12717.04,40
IBRD only,5536.38,na
IDA & IBRD total,4486.33,na
IDA total,1379.21,na
IDA blend,1987.57,na
Indonesia,3322.58,101
IDA only,1073.6,na
Isle of Man,84753.46,na
India,1590.17,58
Not classified,,na
Ireland,62179.26,307
