Country,GDP
Aruba,30918.483584133
Africa Eastern and Southern,1558.30748213078
Afghanistan,492.090632280226
Africa Western and Central,1735.37491121143
Angola,2540.50887797043
Albania,5287.66080067575
Andorra,42904.8115883352
Arab World,6579.41710451234
United Arab Emirates,46722.2687183733
Argentina,11795.1627452798
Armenia,4391.92326991474
American Samoa,13195.9358995539
Antigua and Barbuda,18133.8226008953
Australia,57273.5204750079
Austria,51466.5565633634
Azerbaijan,4739.7943123408
Burundi,232.060616627711
Belgium,47544.9811472757
Benin,1194.43821427144
Burkina Faso,779.202768619387
Bangladesh,1963.41249219641
Bulgaria,9447.65589681469
Bahrain,25415.8466249472
The Bahamas,31483.9788408235
Bosnia and Herzegovina,6024.49314979655
Belarus,6360.05310087258
Belize,6001.02426184093
Bermuda,113050.73688163
Bolivia,3471.0069506501
Brazil,9121.02099480377
Barbados,18271.2522525099
Brunei Darussalam,31240.5017887246
Bhutan,3389.77730342702
Botswana,6947.81784114167
Central African Republic,435.93229660798
Canada,46548.6384108296
Central Europe and the Baltics,16078.2072646243
Switzerland,85217.3691512274
Channel Islands,62316.2199488315
Chile,15820.0333571155
China,9905.40638307759
Ivory Coast,2295.54033462887
Cameroon,1594.06011023775
Democratic Republic of the Congo,546.212593203883
"Congo, Rep.",2715.24310477161
Colombia,6782.03792033195
Comoros,1531.33781085759
Cabo Verde,3860.4548075811
Costa Rica,12383.1499522763
Caribbean small states,10378.9057627899
Cuba,8831.91040872027
Curacao,19119.1244887029
Cayman Islands,85231.7742542655
Cyprus,29335.046875
Czechia,23424.4804601855
Germany,47939.2782884504
Djibouti,2755.83829341814
Dominica,7833.19501250117
Denmark,61591.9288698958
Dominican Republic,7947.15933093481
Algeria,4171.79038755546
Ecuador,6321.34940071717
Egypt,2531.20007864537
Eritrea,
Spain,30379.7211126422
Estonia,23165.8494786437
Ethiopia,758.29769449458
European Union,35751.5725841052
Finland,49987.6261584968
Fiji,6073.39457942347
France,41557.8548588876
Faroe Islands,62576.8016380509
"Micronesia, Fed. Sts.",3623.32933678299
Gabon,7694.90605067973
United Kingdom,43203.8141057739
Georgia,4722.0424231414
Ghana,2180.02968425645
Gibraltar,
Guinea,944.417268657317
"Gambia, The",683.324632754874
Guinea-Bissau,781.644367625001
Equatorial Guinea,8719.18686965483
Greece,19756.990456255
Grenada,9574.3102711372
Greenland,54545.135857765
Guatemala,4485.75213495073
Guam,35902.725903793
Guyana,6094.90983678918
High income,44528.1687418121
"Hong Kong SAR, China",48537.5668888343
Honduras,2457.6860424186
Heavily indebted poor countries (HIPC),977.237530453694
Croatia,15040.0369182791
Haiti,1489.57840624271
Hungary,16425.2050299693
IBRD only,6373.9704621462
IDA & IBRD total,5084.85405170213
IDA total,1412.71194201611
IDA blend,1877.77672368693
Indonesia,3902.661675559
IDA only,1181.35314134002
Isle of Man,89425.8913885835
India,1974.3777314935
Not classified,
Ireland,79446.9391085469
Iran,3850.75125293224
Iraq,5601.46706102705
Iceland,74452.1890731447
Israel,42406.8454263606
Italy,34622.1696664741
Jamaica,5594.49357290917
Jordan,4146.40731063215
Japan,39751.1330982711
Kazakhstan,9812.62543137393
Kenya,1845.7834137515
Kyrgyz Republic,1308.13978544561
Cambodia,1533.31598466079
Kiribati,1607.22982544435
St. Kitts and Nevis,22533.8820531551
South Korea,33447.1562836166
Kuwait,32012.1875249538
Lao PDR,2553.36186646266
Lebanon,9225.84515486901
Liberia,700.037039377706
Libya,11838.2987072109
St. Lucia,11563.8304251364
Latin America & Caribbean,8977.99255312428
Sri Lanka,4360.58473469252
Lesotho,1162.97885412072
Late-demographic dividend,9840.39463120476
Lithuania,19186.359591641
Latvia,17865.0310947642
"Macao SAR, China",84779.4536941057
St. Martin (French part),
Morocco,3492.67260742188
Moldova,4156.95750022299
Madagascar,512.543991506858
Maldives,11034.7235971635
Middle East & North Africa,7565.28163434021
Mexico,10130.3206984553
Marshall Islands,4771.35920442167
Middle income,5372.26890802441
North Macedonia,6108.73917044261
Mali,856.356596550603
Malta,31785.8848300917
Myanmar,1288.41808699092
Middle East & North Africa (excluding high income),3518.88605312826
Montenegro,8850.3749248372
Mongolia,4165.02282101895
Northern Mariana Islands,25862.7544529262
Mozambique,510.379996498468
Mauritania,1749.95423645373
Mauritius,11643.4605962124
Malawi,537.932204050438
Malaysia,11073.9789704691
North America,61174.7773442449
Namibia,5687.38104280011
New Caledonia,36495.1959423457
Niger,568.599659746618
Nigeria,2125.83449073877
Nicaragua,1981.85836665362
Netherlands,53044.5324352253
Norway,82792.8427113304
Nepal,1161.5343496373
Nauru,10985.8743965037
New Zealand,43236.8866923404
OECD members,39416.2426110161
Oman,19887.5743113149
Other small states,14076.2635058753
Pakistan,1620.74259148331
Panama,16156.0742859681
Peru,6912.10398761205
Philippines,3194.67270132209
Palau,16152.3892325347
Papua New Guinea,2584.32780208122
Poland,15504.5089370714
Pre-demographic dividend,1452.89996730644
Puerto Rico,31615.0667918433
"Korea, Dem. People's Rep.",
Portugal,23562.5545228191
Paraguay,6242.96145417898
West Bank and Gaza,3562.33094270256
Pacific island small states,4288.22621835563
Post-demographic dividend,45382.7639530052
French Polynesia,20614.8943681731
Qatar,66264.081168209
Romania,12494.4235789649
Russia,11287.3544921875
Rwanda,768.943661203909
Saudi Arabia,24175.5833140113
Sudan,769.869140625
Senegal,1484.22707035644
Singapore,66836.521995236
Solomon Islands,2450.4828877801
Sierra Leone,519.649963861622
El Salvador,4145.86235103186
San Marino,48464.5246477919
Somalia,537.15929021041
Serbia,7252.40366767165
Sub-Saharan Africa (excluding high income),1628.7465208518
South Sudan,
Sub-Saharan Africa,1630.05597191173
Small states,12823.5400176657
Sao Tome and Principe,1815.60549545058
Suriname,6730.83696146221
Slovak Republic,19486.3936845505
Slovenia,26123.7471277911
Sweden,54589.0603860606
Eswatini,4021.4455564534
Sint Maarten (Dutch part),30791.0610758219
Seychelles,16411.9211174277
Syrian Arab Republic,1111.87209187084
Turks and Caicos Islands,26831.9714609396
Chad,720.265101427085
Togo,873.554887235302
Thailand,7124.55881041403
Tajikistan,850.666958175637
Turkmenistan,6721.34954037245
Timor-Leste,1241.16448533695
Tonga,4649.61330094975
Trinidad and Tobago,16328.1268925695
Tunisia,3577.17534204669
Turkiye,9568.83618958168
Tuvalu,4419.25999771152
Tanzania,1011.60015869141
Uganda,793.128082237434
Ukraine,3096.5625
Upper middle income,8912.56758144997
Uruguay,19026.0498173005
United States of America,62823.309438197
Uzbekistan,1604.25864156544
St. Vincent and the Grenadines,8399.70773102107
"Venezuela, RB",
British Virgin Islands,
Virgin Islands (U.S.),36663.2087550584
Viet Nam,3267.22506911927
Vanuatu,3076.8353148388
Samoa,4189.05219052051
Kosovo,4384.18868045931
"Yemen, Rep.",701.714868602042
South Africa,7067.72416484458
Zambia,1475.19988338535
Zimbabwe,2269.17701232332
