Country,GDP,rank
Aruba,24978.22,na
Africa Eastern and Southern,1126.38,na
Afghanistan,254.12,na
Africa Western and Central,1000.79,na
Angola,1900.72,na
Albania,2673.79,72
Andorra,39583.93,na
Arab World,4070.89,na
United Arab Emirates,42190.55,na
Argentina,5086.63,114
Armenia,1608.16,156
American Samoa,8733.01,na
Antigua and Barbuda,12808.01,na
Australia,34479.77,122
Austria,38417.46,144
Azerbaijan,1578.37,144
Burundi,151.19,na
Belgium,36809.7,93
Benin,805.9,na
Burkina Faso,442.94,na
Bangladesh,492.81,396
Bulgaria,3899.83,1
Bahrain,17705.24,na
The Bahamas,28280.87,na
Bosnia and Herzegovina,2741.08,175
Belarus,3126.07,1
Belize,5236.37,na
Bermuda,75882.03,na
Bolivia,1018.31,486
Brazil,4773.27,23
Barbados,14173.75,na
Brunei Darussalam,25991.21,na
Bhutan,1201.43,na
Botswana,5240.32,na
Central African Republic,317.88,na
Canada,36382.51,35
Central Europe and the Baltics,8355.87,na
Switzerland,56242.89,89
Channel Islands,58550.66,na
Chile,7560.54,na
China,1753.41,na
Ivory Coast,1267.09,na
Cameroon,1129.36,na
Democratic Republic of the Congo,211.57,na
"Congo, Rep.",1810.59,na
Colombia,3448.54,53
Comoros,1103.2,na
Cabo Verde,1972.78,na
Costa Rica,4643.46,249
Caribbean small states,7249.39,na
Cuba,3791.87,175
Curacao,,na
Cayman Islands,,na
Cyprus,24959.26,261
Czechia,13430.67,na
Germany,34520.24,1
Djibouti,852.89,na
Dominica,5304.13,na
Denmark,48799.83,156
Dominican Republic,3903.82,na
Algeria,3131.33,na
Ecuador,3014.31,225
Egypt,1133.11,na
Eritrea,387.9,na
Spain,26429.15,175
Estonia,10412.64,131
Ethiopia,160.08,na
European Union,27341.73,na
Finland,39054.85,156
Fiji,3406.48,na
France,34768.18,156
Faroe Islands,36440.32,na
"Micronesia, Fed. Sts.",2256.01,na
Gabon,6570.96,na
United Kingdom,42104.79,35
Georgia,1642.78,175
Ghana,477.6,na
Gibraltar,,na
Guinea,321.34,na
"Gambia, The",618.96,na
Guinea-Bissau,425.47,na
Equatorial Guinea,9502.86,na
Greece,22560.15,156
Grenada,6308.67,na
Greenland,32489.73,na
Guatemala,2068.49,396
Guam,25621.85,na
Guyana,1085.78,na
High income,33272.18,na
"Hong Kong SAR, China",26649.64,na
Honduras,1289.82,na
Heavily indebted poor countries (HIPC),509.58,na
Croatia,10446.36,93
Haiti,771.54,na
Hungary,11223.4,21
IBRD only,2294.14,na
IDA & IBRD total,1938.08,na
IDA total,746.81,na
IDA blend,948.87,na
Indonesia,1249.4,131
IDA only,646.25,na
Isle of Man,38184.34,na
India,710.51,65
Not classified,,na
Ireland,50933.02,43
"Iran, Islamic Rep.",3226.61,na
Iraq,1740.67,na
Iceland,56794.85,225
Israel,21223.94,72
Italy,32055.09,65
Jamaica,4200.39,na
Jordan,2216.95,na
Japan,37812.9,1
Kazakhstan,3771.28,57
Kenya,522.78,na
Kyrgyz Republic,476.55,na
Cambodia,475.07,na
Kiribati,1142.34,na
St. Kitts and Nevis,11711.15,na
South Korea,19402.5,na
Kuwait,36144.99,445
Lao PDR,467.38,na
Lebanon,4630.01,na
Liberia,290.54,na
Libya,8108.05,na
St. Lucia,6866.09,na
Latin America & Caribbean,5214.2,na
Sri Lanka,1240.52,207
Lesotho,850.78,na
Late-demographic dividend,2918.73,na
Lithuania,7854.77,122
Latvia,7594.9,122
"Macao SAR, China",24886.58,na
St. Martin (French part),,na
Morocco,2237.58,249
Moldova,1034.39,na
Madagascar,311.79,na
Maldives,3789.23,na
Middle East & North Africa,4636.54,na
Mexico,8702.11,131
Marshall Islands,2533.56,na
Middle income,1936.05,na
North Macedonia,3072.68,191
Mali,474.0,na
Malta,15888.17,na
Myanmar,251.17,na
Middle East & North Africa (excluding high income),2591.84,na
Montenegro,3674.62,na
Mongolia,986.02,na
Northern Mariana Islands,15371.24,na
Mozambique,438.79,445
Mauritania,974.66,na
Mauritius,5282.9,na
Malawi,417.1,na
Malaysia,5536.84,328
North America,43368.25,na
Namibia,3692.75,na
New Caledonia,26861.7,na
Niger,316.37,na
Nigeria,1250.41,na
Nicaragua,1158.88,na
Netherlands,41994.71,175
Norway,67047.17,277
Nepal,309.31,na
Nauru,,na
New Zealand,27751.07,72
OECD members,30228.63,na
Oman,12357.7,na
Other small states,7832.93,na
Pakistan,832.75,368
Panama,4953.13,na
Peru,2702.24,122
Philippines,1245.29,261
Palau,9603.8,na
Papua New Guinea,748.74,na
Poland,8021.55,72
Pre-demographic dividend,806.91,na
Puerto Rico,21959.32,396
"Korea, Dem. People's Rep.",,na
Portugal,18780.13,261
Paraguay,1960.51,356
West Bank and Gaza,1543.7,na
Pacific island small states,2494.08,na
Post-demographic dividend,34154.36,na
French Polynesia,21047.19,na
Qatar,52468.45,na
Romania,4618.0,19
Russia,5323.46,1
Rwanda,325.05,na
Saudi Arabia,13462.76,445
Sudan,945.69,na
Senegal,1003.19,na
Singapore,29961.32,72
Solomon Islands,1145.87,na
Sierra Leone,286.29,na
El Salvador,2434.32,249
San Marino,60520.79,na
Somalia,,na
Serbia,3720.48,139
Sub-Saharan Africa (excluding high income),1072.43,na
South Sudan,,na
Sub-Saharan Africa,1073.6,na
Small states,7352.45,na
Sao Tome and Principe,843.96,na
Suriname,3474.12,na
Slovak Republic,11690.11,na
Slovenia,18098.91,100
Sweden,43437.06,261
Eswatini,2964.97,na
Sint Maarten (Dutch part),,na
Seychelles,11802.11,na
Syrian Arab Republic,7221.64,na
Turks and Caicos Islands,24115.27,na
Chad,664.6,na
Togo,399.45,na
Thailand,2876.25,72
Tajikistan,333.71,396
Turkmenistan,1658.67,191
Timor-Leste,476.9,na
Tonga,2478.43,na
Trinidad and Tobago,11673.78,368
Tunisia,3106.58,341
Turkiye,7369.43,na
Tuvalu,2311.34,na
Tanzania,480.18,na
Uganda,330.6,na
Ukraine,1894.46,1
Upper middle income,2934.22,na
Uruguay,5233.46,156
United States of America,44123.41,1
Uzbekistan,546.78,na
St. Vincent and the Grenadines,5176.13,na
"Venezuela, RB",5456.32,na
British Virgin Islands,,na
Virgin Islands (U.S.),40828.75,na
Viet Nam,693.19,na
Vanuatu,1814.82,na
Samoa,2527.76,na
Kosovo,,na
"Yemen, Rep.",784.76,na
South Africa,5893.19,249
Zambia,720.45,na
Zimbabwe,470.78,na
