Country,GDP,rank
Aruba,21375.27,na
Africa Eastern and Southern,631.93,na
Afghanistan,182.17,na
Africa Western and Central,619.71,na
Angola,872.66,na
Albania,1425.12,191
Andorra,24784.96,na
Arab World,2694.22,na
United Arab Emirates,30221.97,na
Argentina,2579.49,113
Armenia,765.32,249
American Samoa,8800.73,na
Antigua and Barbuda,10549.67,na
Australia,20301.84,19
Austria,26527.59,201
Azerbaijan,763.11,220
Burundi,124.14,na
Belgium,25006.19,160
Benin,564.38,na
Burkina Faso,286.75,na
Bangladesh,407.96,na
Bulgaria,2092.98,12
Bahrain,12820.0,na
The Bahamas,26590.14,na
Bosnia and Herzegovina,1602.56,168
Belarus,1479.38,19
Belize,4844.23,na
Bermuda,62583.1,na
Bolivia,888.2,na
Brazil,2824.72,58
Barbados,11658.63,na
Brunei Darussalam,16817.24,na
Bhutan,841.37,na
Botswana,3029.79,na
Central African Republic,253.41,na
Canada,24255.34,12
Central Europe and the Baltics,4937.12,na
Switzerland,42458.74,201
Channel Islands,45279.64,na
Chile,4477.19,na
China,1148.51,na
Ivory Coast,1020.95,na
Cameroon,780.27,na
Democratic Republic of the Congo,168.94,na
"Congo, Rep.",910.87,na
Colombia,2421.16,113
Comoros,761.95,na
Cabo Verde,1311.21,na
Costa Rica,4021.43,na
Caribbean small states,5595.38,na
Cuba,3007.19,145
Curacao,,na
Cayman Islands,,na
Cyprus,16093.21,294
Czechia,8060.87,na
Germany,25197.27,4
Djibouti,749.08,na
Dominica,4881.14,na
Denmark,33228.69,249
Dominican Republic,3085.52,na
Algeria,1794.81,na
Ecuador,2184.21,431
Egypt,1144.53,na
Eritrea,286.3,na
Spain,17106.69,191
Estonia,5341.63,86
Ethiopia,110.46,na
European Union,18759.7,na
Finland,26997.75,201
Fiji,2157.08,na
France,24288.27,40
Faroe Islands,27238.03,na
"Micronesia, Fed. Sts.",2165.49,na
Gabon,3976.65,na
United Kingdom,30077.74,40
Georgia,853.53,113
Ghana,297.05,na
Gibraltar,,na
Guinea,343.93,na
"Gambia, The",379.86,na
Guinea-Bissau,324.97,na
Equatorial Guinea,2395.85,na
Greece,14177.57,113
Grenada,4992.44,na
Greenland,20652.84,na
Guatemala,1682.99,393
Guam,20878.06,na
Guyana,955.03,na
High income,25689.03,na
"Hong Kong SAR, China",24665.84,na
Honduras,1119.42,na
Heavily indebted poor countries (HIPC),371.68,na
Croatia,6219.47,133
Haiti,716.48,na
Hungary,6655.33,15
IBRD only,1482.76,na
IDA & IBRD total,1269.12,na
IDA total,526.22,na
IDA blend,629.1,na
Indonesia,888.9,191
IDA only,475.61,na
Isle of Man,25230.08,na
India,468.84,12
Not classified,,na
Ireland,32705.43,266
"Iran, Islamic Rep.",1910.48,na
Iraq,1254.16,na
Iceland,32409.22,266
Israel,19035.1,64
Italy,22376.3,177
Jamaica,3683.89,na
Jordan,1816.41,na
Japan,32820.79,29
Kazakhstan,1658.03,40
Kenya,401.09,na
Kyrgyz Republic,321.73,na
Cambodia,341.04,na
Kiribati,781.36,na
St. Kitts and Nevis,10398.53,na
South Korea,13165.08,na
Kuwait,18626.77,431
Lao PDR,313.62,na
Lebanon,4307.1,na
Liberia,302.88,na
Libya,3789.21,na
St. Lucia,5562.46,na
Latin America & Caribbean,3830.81,na
Sri Lanka,865.3,308
Lesotho,388.37,na
Late-demographic dividend,1801.2,na
Lithuania,4141.59,99
Latvia,4136.93,99
"Macao SAR, China",16393.74,na
St. Martin (French part),,na
Morocco,1590.49,201
Moldova,570.8,na
Madagascar,310.93,na
Maldives,3069.04,na
Middle East & North Africa,3127.67,na
Mexico,8032.99,113
Marshall Islands,2417.39,na
Middle income,1265.64,na
North Macedonia,1989.14,64
Mali,326.97,na
Malta,11289.89,na
Myanmar,145.82,na
Middle East & North Africa (excluding high income),1791.96,na
Montenegro,2106.64,na
Mongolia,559.83,113
Northern Mariana Islands,16640.32,na
Mozambique,318.31,na
Mauritania,629.78,na
Mauritius,4018.95,na
Malawi,431.7,na
Malaysia,4177.1,266
North America,36651.83,na
Namibia,1773.43,na
New Caledonia,16885.89,na
Niger,223.35,na
Nigeria,733.54,na
Nicaragua,993.38,na
Netherlands,29343.24,201
Norway,43170.56,29
Nepal,238.86,na
Nauru,,na
New Zealand,16874.19,29
OECD members,23474.88,na
Oman,8380.04,na
Other small states,4419.94,na
Pakistan,599.79,na
Panama,4163.52,na
Peru,2003.97,177
Philippines,1037.17,308
Palau,8220.49,na
Papua New Guinea,509.03,na
Poland,5207.13,64
Pre-demographic dividend,521.47,na
Puerto Rico,18731.46,308
"Korea, Dem. People's Rep.",,na
Portugal,12936.69,308
Paraguay,1361.25,308
West Bank and Gaza,1156.22,na
Pacific island small states,1701.24,na
Post-demographic dividend,26453.16,na
French Polynesia,15302.35,na
Qatar,27151.03,na
Romania,2119.86,24
Russia,2377.53,1
Rwanda,234.84,na
Saudi Arabia,8380.96,na
Sudan,529.45,na
Senegal,688.19,na
Singapore,22159.84,78
Solomon Islands,768.49,na
Sierra Leone,240.51,na
El Salvador,2106.74,na
San Marino,41770.15,na
Somalia,,na
Serbia,2283.85,na
Sub-Saharan Africa (excluding high income),625.2,na
South Sudan,,na
Sub-Saharan Africa,626.19,na
Small states,4489.24,na
Sao Tome and Principe,568.41,na
Suriname,2206.27,na
Slovak Republic,6564.7,na
Slovenia,11777.16,168
Sweden,29899.2,191
Eswatini,1362.97,na
Sint Maarten (Dutch part),,na
Seychelles,8864.17,na
Syrian Arab Republic,5276.06,na
Turks and Caicos Islands,17803.08,na
Chad,225.95,na
Togo,323.14,na
Thailand,2091.18,40
Tajikistan,186.66,na
Turkmenistan,949.58,191
Timor-Leste,516.09,na
Tonga,1760.67,na
Trinidad and Tobago,6692.8,352
Tunisia,2292.48,294
Turkiye,3640.76,na
Tuvalu,1752.8,na
Tanzania,400.21,na
Uganda,241.87,na
Ukraine,911.91,4
Upper middle income,1877.44,na
Uruguay,4115.15,431
United States of America,37997.76,4
Uzbekistan,383.34,249
St. Vincent and the Grenadines,4299.37,na
"Venezuela, RB",3667.2,na
British Virgin Islands,,na
Virgin Islands (U.S.),30062.02,na
Viet Nam,434.81,na
Vanuatu,1299.18,na
Samoa,1509.89,na
Kosovo,,na
"Yemen, Rep.",543.9,na
South Africa,2708.42,40
Zambia,399.1,na
Zimbabwe,529.19,na
