Country,GDP,rank
Aruba,17375.23,na
Africa Eastern and Southern,741.06,na
Afghanistan,,na
Africa Western and Central,1078.7,na
Angola,454.38,na
Albania,1009.98,266
Andorra,19081.55,na
Arab World,2348.39,na
United Arab Emirates,28596.51,na
Argentina,7690.16,46
Armenia,484.09,102
American Samoa,,na
Antigua and Barbuda,9079.48,na
Australia,22021.78,82
Austria,29809.08,50
Azerbaijan,409.19,236
Burundi,146.54,na
Belgium,27489.56,121
Benin,380.59,na
Burkina Faso,243.53,na
Bangladesh,387.38,na
Bulgaria,1470.19,14
Bahrain,9643.31,na
The Bahamas,11835.39,na
Bosnia and Herzegovina,712.95,180
Belarus,1452.51,19
Belize,4042.15,na
Bermuda,44826.79,na
Bolivia,925.85,na
Brazil,5121.91,216
Barbados,8994.32,na
Brunei Darussalam,16706.47,na
Bhutan,564.49,na
Botswana,3063.99,na
Central African Republic,299.62,na
Canada,21296.97,71
Central Europe and the Baltics,3796.5,na
Switzerland,48092.64,164
Channel Islands,,na
Chile,5376.77,290
China,709.42,na
Ivory Coast,1220.12,na
Cameroon,817.18,na
Democratic Republic of the Congo,130.82,na
"Congo, Rep.",902.05,na
Colombia,2652.1,62
Comoros,801.26,na
Cabo Verde,1192.33,na
Costa Rica,3194.11,na
Caribbean small states,3809.06,na
Cuba,2281.98,130
Curacao,,na
Cayman Islands,,na
Cyprus,15139.23,236
Czechia,6532.84,na
Germany,30485.87,11
Djibouti,766.32,na
Dominica,4225.85,na
Denmark,35650.71,164
Dominican Republic,2276.7,na
Algeria,1619.53,na
Ecuador,2142.33,na
Egypt,1031.49,na
Eritrea,306.32,na
Spain,16109.08,201
Estonia,3380.93,236
Ethiopia,144.03,na
European Union,19749.86,na
Finland,25783.45,150
Fiji,2672.44,na
France,26870.29,82
Faroe Islands,22419.16,na
"Micronesia, Fed. Sts.",1972.6,na
Gabon,4948.75,na
United Kingdom,24406.4,14
Georgia,689.06,14
Ghana,388.53,na
Gibraltar,,na
Guinea,503.57,na
"Gambia, The",663.17,na
Guinea-Bissau,237.08,na
Equatorial Guinea,399.03,na
Greece,13749.12,71
Grenada,3499.53,na
Greenland,21422.46,na
Guatemala,1487.61,na
Guam,,na
Guyana,936.08,na
High income,24418.11,na
"Hong Kong SAR, China",24818.3,na
Honduras,872.58,na
Heavily indebted poor countries (HIPC),348.04,na
Croatia,5298.89,50
Haiti,374.17,na
Hungary,4525.04,7
IBRD only,1420.5,na
IDA & IBRD total,1244.61,na
IDA total,588.39,na
IDA blend,920.4,na
Indonesia,1129.09,290
IDA only,421.27,na
Isle of Man,14212.17,na
India,399.58,25
Not classified,,na
Ireland,20835.9,248
"Iran, Islamic Rep.",1954.66,na
Iraq,482.16,na
Iceland,27614.88,180
Israel,20116.98,25
Italy,23081.6,71
Jamaica,2919.15,na
Jordan,1503.14,na
Japan,39150.04,7
Kazakhstan,1350.31,248
Kenya,436.2,na
Kyrgyz Republic,394.86,na
Cambodia,313.58,na
Kiribati,803.04,na
St. Kitts and Nevis,7748.67,na
South Korea,13402.99,na
Kuwait,18488.84,392
Lao PDR,371.47,na
Lebanon,3393.5,na
Liberia,,na
Libya,5785.11,na
St. Lucia,5123.69,na
Latin America & Caribbean,4285.05,na
Sri Lanka,758.51,139
Lesotho,483.92,na
Late-demographic dividend,1685.17,na
Lithuania,2327.43,82
Latvia,2431.71,150
"Macao SAR, China",17751.54,na
St. Martin (French part),,na
Morocco,1585.72,180
Moldova,575.15,na
Madagascar,344.46,na
Maldives,1707.02,na
Middle East & North Africa,2846.85,na
Mexico,4718.57,236
Marshall Islands,2151.0,na
Middle income,1245.39,na
North Macedonia,2327.73,150
Mali,274.42,na
Malta,9438.56,na
Myanmar,141.02,na
Middle East & North Africa (excluding high income),1634.43,na
Montenegro,,na
Mongolia,570.94,130
Northern Mariana Islands,,na
Mozambique,250.64,na
Mauritania,877.83,na
Mauritius,3899.44,na
Malawi,321.96,na
Malaysia,4874.82,236
North America,29112.21,na
Namibia,2417.58,na
New Caledonia,18257.22,na
Niger,237.01,na
Nigeria,1673.91,na
Nicaragua,895.26,na
Netherlands,29006.81,266
Norway,37321.97,164
Nepal,198.45,na
Nauru,,na
New Zealand,18794.44,121
OECD members,22236.65,na
Oman,6913.15,na
Other small states,3707.45,na
Pakistan,461.4,na
Panama,3561.29,na
Peru,2218.32,na
Philippines,1334.11,372
Palau,,na
Papua New Guinea,1077.19,na
Poland,4147.47,36
Pre-demographic dividend,670.58,na
Puerto Rico,12173.16,na
"Korea, Dem. People's Rep.",,na
Portugal,12185.09,216
Paraguay,2077.48,na
West Bank and Gaza,1317.47,na
Pacific island small states,2075.49,na
Post-demographic dividend,25077.68,na
French Polynesia,17713.72,na
Qatar,17116.83,na
Romania,1633.01,1
Russia,2643.93,4
