Country,GDP
Aruba,
Africa Eastern and Southern,166.849790627809
Afghanistan,85.5110734102311
Africa Western and Central,130.700277588941
Angola,
Albania,
Andorra,
Arab World,
United Arab Emirates,
Argentina,
Armenia,
American Samoa,
Antigua and Barbuda,
Australia,2131.38029982805
Austria,1269.41258289256
Azerbaijan,
Burundi,85.9647246277142
Belgium,1701.84627554319
Benin,100.468087944768
Burkina Faso,80.8338598121498
Bangladesh,94.8675576834292
Bulgaria,
Bahrain,
The Bahamas,1921.43723505182
Bosnia and Herzegovina,
Belarus,
Belize,355.643852872953
Bermuda,2199.7269680755
Bolivia,133.661018945741
Brazil,
Barbados,
Brunei Darussalam,
Bhutan,
Botswana,74.0143556178776
Central African Republic,78.3935249196352
Canada,2555.11114601309
Central Europe and the Baltics,
Switzerland,2501.29318996377
Channel Islands,
Chile,675.826043903261
China,85.4982425898924
Ivory Coast,213.141608465837
Cameroon,139.780590849706
Democratic Republic of the Congo,
"Congo, Rep.",158.135593211805
Colombia,336.722068787801
Comoros,
Cabo Verde,
Costa Rica,349.901343519053
Caribbean small states,546.451968261893
Cuba,
Curacao,
Cayman Islands,
Cyprus,
Czechia,
Germany,
Djibouti,
Dominica,
Denmark,
Dominican Republic,273.324719979383
Algeria,238.877804941679
Ecuador,432.958436416345
Egypt,
Eritrea,
Spain,675.241639141208
Estonia,
Ethiopia,
European Union,
Finland,1707.50393824701
Fiji,307.619584345668
France,1928.99940153416
Faroe Islands,
"Micronesia, Fed. Sts.",
Gabon,399.532918404111
United Kingdom,1748.2881176141
Georgia,
Ghana,227.853456956148
Gibraltar,
Guinea,
"Gambia, The",
Guinea-Bissau,
Equatorial Guinea,44.0103284589378
Greece,783.705880998279
Grenada,
Greenland,
Guatemala,279.930464500156
Guam,
Guyana,306.269941306908
High income,1752.49776123235
"Hong Kong SAR, China",629.591525784494
Honduras,195.759934067026
Heavily indebted poor countries (HIPC),109.742744997614
Croatia,
Haiti,77.5152876321238
Hungary,
IBRD only,196.290290255118
IDA & IBRD total,180.981130719297
IDA total,106.445640592033
IDA blend,119.904370827501
Indonesia,
IDA only,106.274929807998
Isle of Man,
India,115.487608356699
Not classified,
Ireland,965.135422676745
Iran,224.64111707217
Iraq,292.615690962446
Iceland,2297.9206432038
Israel,1375.89225589226
Italy,1222.5445404629
Jamaica,520.495531089433
Jordan,
Japan,843.616878543607
Kazakhstan,
Kenya,110.392020867049
Kyrgyz Republic,
Cambodia,129.59393419026
Kiribati,
St. Kitts and Nevis,251.931896067672
South Korea,123.606374492665
Kuwait,
Lao PDR,
Lebanon,
Liberia,
Libya,
St. Lucia,
Latin America & Caribbean,
Sri Lanka,121.564641228932
Lesotho,62.2621017651425
Late-demographic dividend,218.692918155221
Lithuania,
Latvia,
"Macao SAR, China",
St. Martin (French part),
Morocco,213.755981445313
Moldova,
Madagascar,142.536192337507
Maldives,
Middle East & North Africa,
Mexico,485.800050021921
Marshall Islands,
Middle income,178.346255541985
North Macedonia,
Mali,
Malta,
Myanmar,17.3318333574982
Middle East & North Africa (excluding high income),
Montenegro,
Mongolia,
Northern Mariana Islands,
Mozambique,
Mauritania,239.377865694228
Mauritius,
Malawi,
Malaysia,302.676168311571
North America,3480.4269445579
Namibia,
New Caledonia,
Niger,148.035359949588
Nigeria,113.658375312078
Nicaragua,
Netherlands,1541.94736519029
Norway,1937.88461385928
Nepal,45.0883337541626
Nauru,
New Zealand,2813.54697563939
OECD members,1693.73611789362
Oman,
Other small states,
Pakistan,102.961207229136
Panama,610.42965533351
Peru,
Philippines,186.540925127035
Palau,
Papua New Guinea,140.346964111083
Poland,
Pre-demographic dividend,116.405765004894
Puerto Rico,1006.43444609497
"Korea, Dem. People's Rep.",
Portugal,468.781081635443
Paraguay,
West Bank and Gaza,
Pacific island small states,
Post-demographic dividend,1773.05960600862
French Polynesia,
Qatar,
Romania,
Russia,
Rwanda,39.8328228603645
Saudi Arabia,
Sudan,111.167320251465
Senegal,324.436765207935
Singapore,485.530686047381
Solomon Islands,
Sierra Leone,150.448577580521
El Salvador,
San Marino,
Somalia,72.0978243643292
Serbia,
Sub-Saharan Africa (excluding high income),148.836832964629
South Sudan,
Sub-Saharan Africa,148.863828218089
Small states,
Sao Tome and Principe,
Suriname,433.145980508431
Slovak Republic,
Slovenia,
Sweden,2941.04889945204
Eswatini,171.66507897049
Sint Maarten (Dutch part),
Seychelles,332.304985875279
Syrian Arab Republic,257.454144715355
Turks and Caicos Islands,
Chad,119.82808119843
Togo,93.7037153803746
Thailand,129.579038867105
Tajikistan,
Turkmenistan,
Timor-Leste,
Tonga,
Trinidad and Tobago,779.389256562872
Tunisia,
Turkiye,365.133869164746
Tuvalu,
Tanzania,
Uganda,68.7768189251864
Ukraine,
Upper middle income,217.825050139448
Uruguay,742.952068369687
United States of America,3573.94118474743
Uzbekistan,
St. Vincent and the Grenadines,163.884561731339
"Venezuela, RB",874.199411450159
British Virgin Islands,
Virgin Islands (U.S.),
Viet Nam,
Vanuatu,
Samoa,
Kosovo,
"Yemen, Rep.",
South Africa,642.688430727524
Zambia,236.941713145039
Zimbabwe,282.376856353524
