Country,GDP
Aruba,
Africa Eastern and Southern,447.927785237784
Afghanistan,232.778698777445
Africa Western and Central,450.074086132115
Angola,
Albania,
Andorra,8206.98236540657
Arab World,1501.66163019266
United Arab Emirates,35186.2320379881
Argentina,
Armenia,
American Samoa,
Antigua and Barbuda,1208.67716368052
Australia,7775.49682097168
Austria,6810.62768469634
Azerbaijan,
Burundi,139.413263732793
Belgium,8426.94695947372
Benin,211.492882423032
Burkina Faso,176.29746959608
Bangladesh,123.514493421219
Bulgaria,
Bahrain,
The Bahamas,3386.62638813683
Bosnia and Herzegovina,
Belarus,
Belize,863.911060851942
Bermuda,8370.78651685393
Bolivia,601.99477359549
Brazil,
Barbados,1983.06384177488
Brunei Darussalam,10159.0124351619
Bhutan,
Botswana,559.656368374703
Central African Republic,216.604504914732
Canada,8949.10989272982
Central Europe and the Baltics,
Switzerland,
Channel Islands,
Chile,1273.08770114086
China,185.420537363904
Ivory Coast,844.815625942981
Cameroon,435.390562704053
Democratic Republic of the Congo,
"Congo, Rep.",448.501084753937
Colombia,796.556192288003
Comoros,
Cabo Verde,
Costa Rica,1380.47519706127
Caribbean small states,1712.86380305188
Cuba,1468.70934236951
Curacao,
Cayman Islands,
Cyprus,1476.271484375
Czechia,
Germany,7682.95377492882
Djibouti,
Dominica,635.870192223773
Denmark,9783.85202151322
Dominican Republic,854.992866827186
Algeria,1223.991985438
Ecuador,1468.87367667454
Egypt,354.897615211466
Eritrea,
Spain,3627.59066324096
Estonia,
Ethiopia,
European Union,4984.86334058763
Finland,7069.10573825616
Fiji,1200.59231152757
France,7566.66255936088
Faroe Islands,8384.52073564445
"Micronesia, Fed. Sts.",
Gabon,4042.63023123328
United Kingdom,4681.43993173038
Georgia,
Ghana,294.621934314009
Gibraltar,
Guinea,
"Gambia, The",211.820673715038
Guinea-Bissau,153.995519892343
Equatorial Guinea,383.184721165859
Greece,3886.37445146759
Grenada,742.190775209804
Greenland,5713.96253360554
Guatemala,854.636643380983
Guam,
Guyana,590.876016906189
High income,6218.42413818315
"Hong Kong SAR, China",3429.42027607254
Honduras,485.16151127452
Heavily indebted poor countries (HIPC),278.613044702319
Croatia,
Haiti,177.879559232372
Hungary,
IBRD only,555.733187424225
IDA & IBRD total,505.486865345545
IDA total,276.873709472058
IDA blend,389.901436103906
Indonesia,332.282053882835
IDA only,229.961206911478
Isle of Man,
India,186.419089544981
Not classified,
Ireland,3427.0734359204
"Iran, Islamic Rep.",2311.01542973089
Iraq,1599.82473772802
Iceland,9957.25443433463
Israel,
Italy,4603.59970127027
Jamaica,1581.43483429491
Jordan,1045.55688747575
Japan,6472.7877874079
Kazakhstan,
Kenya,308.312553212369
Kyrgyz Republic,
Cambodia,
Kiribati,646.925990580846
St. Kitts and Nevis,1020.48703750422
South Korea,1055.8800411599
Kuwait,11335.0892906304
Lao PDR,
Lebanon,
Liberia,
Libya,
St. Lucia,
Latin America & Caribbean,
Sri Lanka,289.885903580521
Lesotho,149.343187049765
Late-demographic dividend,574.713740406893
Lithuania,
Latvia,
"Macao SAR, China",
St. Martin (French part),
Morocco,604.343505859375
Moldova,
Madagascar,287.844970357915
Maldives,
Middle East & North Africa,1948.77952091165
Mexico,1315.59144277125
Marshall Islands,
Middle income,500.391248628075
North Macedonia,
Mali,151.375297189522
Malta,2037.89733697812
Myanmar,27.6847114489546
Middle East & North Africa (excluding high income),1110.12288897106
Montenegro,
Mongolia,
Northern Mariana Islands,
Mozambique,
Mauritania,578.450186121633
Mauritius,893.913870046349
Malawi,
Malaysia,1075.33925512219
North America,9403.38782910036
Namibia,
New Caledonia,6158.97151881271
Niger,228.791141263221
Nigeria,541.156246046355
Nicaragua,
