Country,GDP
Aruba,26514.8689800777
Africa Eastern and Southern,1736.84903789558
Afghanistan,638.733184780223
Africa Western and Central,2154.15083235085
Angola,5061.34924028416
Albania,4413.06338346821
Andorra,44747.7611562684
Arab World,7352.08571729643
United Arab Emirates,45729.6076756823
Argentina,13080.2547323367
Armenia,3833.15707396348
American Samoa,12038.8715916596
Antigua and Barbuda,14977.0718321065
Australia,68198.4193446869
Austria,50731.1272541847
Azerbaijan,7875.34536661549
Burundi,241.547665709857
Belgium,46757.9518559598
Benin,1214.29556540248
Burkina Faso,762.303780103138
Bangladesh,973.773904318684
Bulgaria,7687.71368243317
Bahrain,25790.7303121382
The Bahamas,26955.7889277843
Bosnia and Herzegovina,5025.24175294061
Belarus,7998.0802045456
Belize,5865.47090174488
Bermuda,99471.6388978631
Bolivia,2853.79716191598
Brazil,12258.5657091866
Barbados,16923.5909197623
Brunei Darussalam,43950.0454619989
Bhutan,2409.44000583608
Botswana,6436.60331866558
Central African Republic,352.22685487121
Canada,52635.1749580433
Central Europe and the Baltics,13667.0354653061
Switzerland,87304.3305813557
Channel Islands,
Chile,15842.15915686
China,7020.38607424065
Ivory Coast,1903.05422934098
Cameroon,1559.13904919246
Democratic Republic of the Congo,444.864357559096
"Congo, Rep.",3719.6510360643
Colombia,8263.64192942212
Comoros,1595.9898185586
Cabo Verde,3757.65995326233
Costa Rica,10633.2665504623
Caribbean small states,10560.2613939468
Cuba,6814.24384354868
Curacao,19721.292182955
Cayman Islands,75685.3573693412
Cyprus,27727.53515625
Czechia,20133.1691431353
Germany,46298.9229177341
Djibouti,2102.19794830208
Dominica,7240.67911908479
Denmark,61191.1937042028
Dominican Republic,6171.29512670907
Algeria,5519.77757552373
Ecuador,6050.3546113274
Egypt,3088.8908340843
Eritrea,
Spain,29077.1820557563
Estonia,19056.0019226989
Ethiopia,490.792478420391
European Union,34564.5825482831
Finland,49892.2233632732
Fiji,4586.95521117587
France,42602.7179652667
Faroe Islands,55560.1330274996
"Micronesia, Fed. Sts.",2920.70086272777
Gabon,9250.08111462036
United Kingdom,43426.2981405143
Georgia,4623.88471369397
Ghana,2282.40750113579
Gibraltar,
Guinea,757.692272561928
"Gambia, The",647.385534561172
Guinea-Bissau,616.159928714289
Equatorial Guinea,17644.5943045414
Greece,21787.7877636035
Grenada,7205.25476521885
Greenland,47535.4883792376
Guatemala,3522.76742900978
Guam,32318.8908975541
Guyana,5576.25021487084
High income,41752.3619190175
"Hong Kong SAR, China",38403.7777145477
Honduras,2064.55053629483
Heavily indebted poor countries (HIPC),988.605140695814
Croatia,13979.1855602956
Haiti,1452.31354766386
Hungary,13715.0703590361
IBRD only,5839.26074048732
IDA & IBRD total,4727.35175927619
IDA total,1367.05147466674
IDA blend,2008.21295964126
Indonesia,3602.88551680629
IDA only,1043.98098224565
Isle of Man,83204.7471695074
India,1438.05700508042
Not classified,
Ireland,51496.9616850661
"Iran, Islamic Rep.",6280.68186740814
Iraq,6612.90225210234
Iceland,49804.9829978371
Israel,36941.8423573582
Italy,35560.0814062288
Jamaica,5143.72218263652
Jordan,4477.61832070861
Japan,40898.6478964744
Kazakhstan,13890.6339694612
Kenya,1376.82920465019
Kyrgyz Republic,1282.43824753314
Cambodia,1015.22088134268
Kiribati,1628.64259354319
St. Kitts and Nevis,18315.914675326
South Korea,27179.5170146052
Kuwait,47762.7967032092
Lao PDR,1815.44023786192
Lebanon,8255.20921055985
Liberia,717.635753333907
Libya,12589.5297148358
St. Lucia,9542.71357425779
Latin America & Caribbean,10450.9409414168
Sri Lanka,3643.83244664348
Lesotho,1141.3609231718
Late-demographic dividend,8544.80177486848
Lithuania,15729.6524666512
Latvia,15007.4918561719
"Macao SAR, China",86853.4770469877
St. Martin (French part),
Morocco,3377.6435546875
Moldova,3321.04397795719
Madagascar,526.688019635403
Maldives,8222.55803576643
Middle East & North Africa,8471.77558646281
Mexico,11317.4910611485
Marshall Islands,3611.69964168874
Middle income,4933.77152428747
North Macedonia,5241.05360094583
Mali,778.797052798816
Malta,24769.5962287121
Myanmar,1189.96476533347
Middle East & North Africa (excluding high income),4470.1399558356
Montenegro,7188.86361611271
Mongolia,4422.30087600131
Northern Mariana Islands,14806.0067892829
Mozambique,681.065114197441
Mauritania,1929.77563929612
Mauritius,9764.64413060045
Malawi,501.19717297875
Malaysia,10727.6690215542
North America,53234.150098465
Namibia,5463.03136620996
New Caledonia,38503.2540609118
Niger,548.157848842165
Nigeria,2976.75683168398
Nicaragua,1794.78918809148
Netherlands,52198.8975607454
Norway,103553.840134417
Nepal,809.384457749825
