Country,GDP,rank
Aruba,24452.59,na
Africa Eastern and Southern,1656.37,na
Afghanistan,562.5,na
Africa Western and Central,1679.89,na
Angola,3586.66,na
Albania,4094.35,445
Andorra,48237.89,na
Arab World,6437.73,na
United Arab Emirates,35392.26,na
Argentina,10385.96,60
Armenia,3143.03,199
American Samoa,10446.86,na
Antigua and Barbuda,13404.52,na
Australia,52147.02,18
Austria,46903.76,27
Azerbaijan,5843.53,106
Burundi,222.66,na
Belgium,44184.95,266
Benin,1009.49,na
Burkina Faso,627.27,na
Bangladesh,776.86,151
Bulgaria,6863.67,18
Bahrain,21186.81,na
The Bahamas,27046.66,na
Bosnia and Herzegovina,4506.93,187
Belarus,6034.68,76
Belize,5399.06,na
Bermuda,101875.28,na
Bolivia,1922.06,401
Brazil,11249.29,76
Barbados,16494.24,na
Brunei Darussalam,34609.71,na
Bhutan,2194.13,na
Botswana,6041.73,na
Central African Republic,459.78,na
Canada,47562.08,7
Central Europe and the Baltics,12607.86,na
Switzerland,76531.37,167
Channel Islands,,na
Chile,12764.59,na
China,4550.47,na
Ivory Coast,1654.18,106
Cameroon,1383.81,na
Democratic Republic of the Congo,324.83,na
"Congo, Rep.",2962.76,na
Colombia,6392.76,187
Comoros,1384.06,na
Cabo Verde,3500.98,na
Costa Rica,8147.24,226
Caribbean small states,9271.4,na
Cuba,5275.53,48
Curacao,,na
Cayman Islands,76873.19,na
Cyprus,31023.27,174
Czechia,19960.07,na
Germany,41572.46,4
Djibouti,1227.82,na
Dominica,7182.4,na
Denmark,58041.4,13
Dominican Republic,5509.57,na
Algeria,4495.92,na
Ecuador,4640.25,226
Egypt,2509.77,na
Eritrea,504.97,na
Spain,30532.48,64
Estonia,14663.04,266
Ethiopia,335.44,na
European Union,32965.58,na
Finland,46505.3,226
Fiji,3469.15,na
France,40676.06,60
Faroe Islands,48167.67,na
"Micronesia, Fed. Sts.",2760.01,na
Gabon,8399.6,na
United Kingdom,39598.96,42
Georgia,3233.22,64
Ghana,1258.96,na
Gibraltar,,na
Guinea,667.28,na
"Gambia, The",796.63,na
Guinea-Bissau,542.28,na
Equatorial Guinea,14905.51,na
Greece,26716.65,106
Grenada,6760.97,na
Greenland,43988.53,na
Guatemala,2852.56,418
Guam,30011.22,na
Guyana,4589.87,na
High income,38768.19,na
"Hong Kong SAR, China",32550.14,na
Honduras,1874.27,na
Heavily indebted poor countries (HIPC),833.65,na
Croatia,13693.5,76
Haiti,1204.86,na
Hungary,13217.5,18
IBRD only,4541.14,na
IDA & IBRD total,3747.61,na
IDA total,1262.43,na
IDA blend,1553.52,na
Indonesia,3094.44,106
IDA only,1116.71,na
Isle of Man,70625.17,na
India,1350.63,53
Not classified,,na
Ireland,48663.6,445
"Iran, Islamic Rep.",6458.57,na
Iraq,4430.43,na
Iceland,43237.07,337
Israel,31266.61,106
Italy,36035.64,16
Jamaica,4835.79,na
Jordan,3914.7,na
Japan,44968.16,9
Kazakhstan,9070.49,11
Kenya,1093.64,na
Kyrgyz Republic,880.04,na
Cambodia,782.7,266
Kiribati,1438.08,na
St. Kitts and Nevis,16427.62,na
South Korea,23079.26,na
Kuwait,39212.58,484
Lao PDR,1127.84,na
Lebanon,7695.25,na
Liberia,497.02,na
Libya,11611.36,na
St. Lucia,8672.22,na
Latin America & Caribbean,9164.57,na
Sri Lanka,2836.97,151
Lesotho,1104.81,na
Late-demographic dividend,6214.14,na
Lithuania,11987.51,76
Latvia,11420.99,151
"Macao SAR, China",50676.39,na
St. Martin (French part),,na
Morocco,3067.85,226
Moldova,2436.8,na
Madagascar,459.38,na
Maldives,7158.06,na
Middle East & North Africa,7524.73,na
Mexico,9823.16,76
Marshall Islands,3001.32,na
Middle income,3804.0,na
North Macedonia,4577.69,53
Mali,688.33,na
Malta,21798.91,na
Myanmar,1003.03,na
Middle East & North Africa (excluding high income),4624.87,na
Montenegro,6688.4,418
Mongolia,2660.29,174
Northern Mariana Islands,14772.5,na
Mozambique,494.58,na
Mauritania,1646.13,na
Mauritius,8000.38,na
Malawi,688.14,na
Malaysia,8880.15,76
North America,48552.94,na
Namibia,5445.42,na
New Caledonia,37494.9,na
Niger,471.61,na
Nigeria,2280.11,226
Nicaragua,1495.73,na
Netherlands,50999.75,187
Norway,88163.21,266
Nepal,589.17,na
Nauru,4644.36,na
New Zealand,33676.77,76
OECD members,35088.33,na
Oman,22552.2,na
Other small states,12139.09,na
Pakistan,1011.6,266
Panama,8124.56,199
Peru,5047.2,18
Philippines,2201.78,106
Palau,10029.29,na
Papua New Guinea,1879.24,na
Poland,12504.25,18
Pre-demographic dividend,1439.05,na
Puerto Rico,26435.75,18
"Korea, Dem. People's Rep.",,na
Portugal,22520.64,199
Paraguay,4725.73,313
West Bank and Gaza,2557.08,na
Pacific island small states,2882.72,na
Post-demographic dividend,39705.65,na
French Polynesia,21447.86,na
Qatar,73021.31,na
Romania,8397.81,27
Russia,10674.99,7
Rwanda,594.16,na
Saudi Arabia,17958.95,174
Sudan,1706.41,na
Senegal,1286.6,na
Singapore,47236.68,64
Solomon Islands,1662.0,na
Sierra Leone,400.54,na
El Salvador,3017.31,337
San Marino,59516.32,na
Somalia,,na
Serbia,5735.42,3
Sub-Saharan Africa (excluding high income),1664.46,na
South Sudan,1503.13,na
Sub-Saharan Africa,1665.4,na
Small states,10985.29,na
Sao Tome and Principe,1043.28,na
Suriname,7999.51,na
Slovak Republic,16908.85,na
Slovenia,23532.48,226
Sweden,52869.04,266
Eswatini,4035.53,na
Sint Maarten (Dutch part),,na
Seychelles,10938.15,na
Syrian Arab Republic,11304.64,na
Turks and Caicos Islands,23103.94,na
Chad,896.88,na
Togo,722.23,na
Thailand,4996.37,18
Tajikistan,740.28,106
Turkmenistan,4286.88,106
Timor-Leste,810.22,na
Tonga,3416.11,na
Trinidad and Tobago,15711.56,106
Tunisia,4241.01,106
Turkiye,10622.7,na
Tuvalu,3043.17,na
Tanzania,730.78,na
Uganda,824.74,na
Ukraine,3078.41,18
Upper middle income,5998.63,na
Uruguay,12512.59,na
United States of America,48650.64,2
Uzbekistan,1742.35,106
St. Vincent and the Grenadines,6590.99,na
"Venezuela, RB",13692.91,na
British Virgin Islands,,na
Virgin Islands (U.S.),39905.13,na
Viet Nam,1684.01,na
Vanuatu,2732.55,na
Samoa,3494.4,na
Kosovo,3009.52,na
"Yemen, Rep.",1249.06,na
South Africa,8059.56,199
Zambia,1469.36,na
Zimbabwe,937.84,na
