Country,GDP
Aruba,26940.2641144313
Africa Eastern and Southern,1725.33295941463
Afghanistan,626.512930450573
Africa Western and Central,2248.31625468362
Angola,5011.98441159671
Albania,4578.63320812155
Andorra,45680.5469412164
Arab World,7306.05116557365
United Arab Emirates,46865.9645983676
Argentina,12334.7982453893
Armenia,4017.22991449473
American Samoa,12313.9973571825
Antigua and Barbuda,15451.4952444039
Australia,62558.2438786332
Austria,51786.3771747905
Azerbaijan,7890.84028062087
Burundi,257.818557410131
Belgium,47764.0715120833
Benin,1251.50476511083
Burkina Faso,767.371344051512
Bangladesh,1108.51495720707
Bulgaria,7912.27484371138
Bahrain,25464.760097715
The Bahamas,28203.3556822767
Bosnia and Herzegovina,5196.97008415107
Belarus,8341.29014337961
Belize,6031.54840210944
Bermuda,98467.683993982
Bolivia,3022.46288443562
Brazil,12071.4044637296
Barbados,16964.7522640211
Brunei Darussalam,41035.7771227892
Bhutan,2589.89916029556
Botswana,6844.03324966349
Central African Republic,394.856932975083
Canada,50955.9983232404
Central Europe and the Baltics,14142.3187338836
Switzerland,88724.9909402638
Channel Islands,
Chile,14675.1508730028
China,7636.0743401587
Ivory Coast,2124.01943008462
Cameroon,1631.7139850845
Democratic Republic of the Congo,472.266235725533
"Congo, Rep.",3623.80745981756
Colombia,8167.47284156278
Comoros,1608.68787502172
Cabo Verde,3739.27827890219
Costa Rica,10737.6788811529
Caribbean small states,10730.9033921609
Cuba,7117.53573456326
Curacao,19623.0300713664
Cayman Islands,76610.6484563953
Cyprus,27162.322265625
Czechia,19890.9199056648
Germany,48023.8699845462
Djibouti,2239.11453821208
Dominica,7502.12090974081
Denmark,62548.9847332908
Dominican Republic,6533.67091082712
Algeria,5516.22944039649
Ecuador,6374.6314856366
Egypt,3196.86138078687
Eritrea,
Spain,29513.6511800405
Estonia,20261.0667303886
Ethiopia,557.534148360438
European Union,35282.0273007264
Finland,50327.2402902632
Fiji,5305.06443160892
France,43068.5487241739
Faroe Islands,60126.1256426858
"Micronesia, Fed. Sts.",2928.44878191958
Gabon,9255.36803467635
United Kingdom,47439.6165895125
Georgia,4739.27691304547
Ghana,1942.92186873525
Gibraltar,
Guinea,774.5690395852
"Gambia, The",561.649634566263
Guinea-Bissau,605.122546466363
Equatorial Guinea,16804.9249271976
Greece,21616.7100094908
Grenada,7726.37826175954
Greenland,50485.2244135291
Guatemala,3779.62620518889
Guam,33483.9414359299
Guyana,5495.37708403183
High income,42412.1297171059
"Hong Kong SAR, China",40315.3739510191
Honduras,2164.42455009318
Heavily indebted poor countries (HIPC),1021.15644841509
Croatia,14001.1603438958
Haiti,1454.64917469599
Hungary,14294.2584180751
IBRD only,5971.5147423237
IDA & IBRD total,4836.8716569689
IDA total,1443.62287339611
IDA blend,2135.8406627848
Indonesia,3476.62485441547
IDA only,1095.15616800923
Isle of Man,91881.1283610971
India,1559.86377870535
Not classified,
Ireland,55752.7649838131
Iran,5757.54333251596
Iraq,6215.98603314029
Iceland,54576.7448146565
Israel,38259.6810956173
Italy,35565.7213771496
Jamaica,4991.56153152664
Jordan,4255.89430213385
Japan,38475.3952461838
Kazakhstan,12807.2630452048
Kenya,1489.91972057277
Kyrgyz Republic,1279.77078445418
Cambodia,1098.07453750531
Kiribati,1546.88176752726
St. Kitts and Nevis,19945.3151701577
South Korea,29252.9312377352
Kuwait,43239.8351779171
Lao PDR,1984.5086701174
Lebanon,7665.37969186256
Liberia,713.734882389203
Libya,9408.75254634115
St. Lucia,10007.1445097875
Latin America & Caribbean,10539.3744128198
Sri Lanka,3885.62361617465
Lesotho,1165.05065002416
Late-demographic dividend,8812.62863347942
Lithuania,16551.018202078
Latvia,15742.3913381908
"Macao SAR, China",90873.6024865671
St. Martin (French part),21920.0237806503
Morocco,3430.53442382813
Moldova,3289.16784588695
Madagascar,517.136183122584
Maldives,8872.128379429
Middle East & North Africa,8345.5669038835
Mexico,11490.0216901556
Marshall Islands,3672.68093377497
Middle income,5036.88597556996
North Macedonia,5495.73138040533
Mali,818.430341392215
Malta,26753.2733830814
Myanmar,1281.43871813127
Middle East & North Africa (excluding high income),4317.81330383344
Montenegro,7387.87296917548
Mongolia,4211.93943552954
Northern Mariana Islands,16044.4307312558
Mozambique,690.443218144276
Mauritania,1715.38883792802
Mauritius,10366.3550754936
Malawi,534.126977149089
Malaysia,11045.5801207599
North America,54714.4709286191
Namibia,5544.10406844675
New Caledonia,39675.5664792121
Niger,560.754475169279
Nigeria,3200.95279935925
Nicaragua,1913.52134831663
Netherlands,52900.537415323
Norway,97666.6951838749
Nepal,827.74470490585
Nauru,9063.00223035953
New Zealand,44572.8987536626
OECD members,38068.4952667378
Oman,23121.2063768559
