Country,GDP,rank
Aruba,16675.28,na
Africa Eastern and Southern,700.19,na
Afghanistan,,na
Africa Western and Central,579.7,na
Angola,329.69,na
Albania,586.42,na
Andorra,16670.94,na
Arab World,2131.0,na
United Arab Emirates,25463.5,na
Argentina,7464.47,37
Armenia,389.83,114
American Samoa,,na
Antigua and Barbuda,8788.01,na
Australia,18129.4,34
Austria,25646.7,1
Azerbaijan,157.06,na
Burundi,165.59,na
Belgium,24208.55,132
Benin,269.79,na
Burkina Faso,187.82,na
Bangladesh,292.08,na
Bulgaria,1148.49,1
Bahrain,9384.77,na
The Bahamas,11085.15,na
Bosnia and Herzegovina,333.78,165
Belarus,1462.03,37
Belize,3878.97,na
Bermuda,31476.06,na
Bolivia,777.42,na
Brazil,3393.14,78
Barbados,8220.28,na
Brunei Darussalam,14000.45,na
Bhutan,496.79,na
Botswana,2832.81,na
Central African Republic,267.01,na
Canada,19997.62,28
Central Europe and the Baltics,2826.66,na
Switzerland,43091.78,143
Channel Islands,,na
Chile,4010.97,49
China,473.49,na
Ivory Coast,602.33,na
Cameroon,692.86,na
Democratic Republic of the Congo,140.21,na
"Congo, Rep.",662.88,na
Colombia,2314.9,37
Comoros,674.14,na
Cabo Verde,1012.26,na
Costa Rica,3005.54,na
Caribbean small states,3226.47,na
Cuba,2613.01,268
Curacao,,na
Cayman Islands,,na
Cyprus,11617.69,205
Czechia,4630.55,na
Germany,27076.61,28
Djibouti,788.62,na
Dominica,3820.55,na
Denmark,29995.58,165
Dominican Republic,1896.02,na
Algeria,1522.83,na
Ecuador,2001.18,na
Egypt,826.72,na
Eritrea,260.31,na
Spain,13415.29,254
Estonia,,143
Ethiopia,124.56,na
European Union,16835.47,na
Finland,20301.33,193
Fiji,2308.71,na
France,23496.37,1
Faroe Islands,17192.88,na
"Micronesia, Fed. Sts.",1860.46,na
Gabon,3832.09,na
United Kingdom,19709.24,1
Georgia,519.86,120
Ghana,319.61,na
Gibraltar,,na
Guinea,465.86,na
"Gambia, The",619.04,na
Guinea-Bissau,216.24,na
Equatorial Guinea,186.68,na
Greece,11091.28,143
Grenada,3151.1,na
Greenland,18124.1,na
Guatemala,1293.47,na
Guam,,na
Guyana,721.6,na
High income,22096.44,na
"Hong Kong SAR, China",22502.53,na
Honduras,821.22,na
Heavily indebted poor countries (HIPC),290.5,na
Croatia,,120
Haiti,289.55,na
Hungary,4173.37,1
IBRD only,1186.39,na
IDA & IBRD total,1031.99,na
IDA total,441.68,na
IDA blend,568.53,na
Indonesia,907.47,284
IDA only,379.42,na
Isle of Man,,na
India,346.23,31
Not classified,,na
Ireland,15902.93,214
"Iran, Islamic Rep.",1197.64,na
Iraq,197.12,na
Iceland,24018.63,298
Israel,,58
Italy,19337.63,126
Jamaica,2194.91,na
Jordan,1457.7,na
Japan,39933.52,23
Kazakhstan,1316.18,na
Kenya,273.52,na
Kyrgyz Republic,372.31,na
Cambodia,262.44,na
Kiribati,683.18,na
St. Kitts and Nevis,7027.43,na
South Korea,10385.39,na
Kuwait,15141.3,345
Lao PDR,321.05,na
Lebanon,2468.82,na
Liberia,,na
Libya,6164.34,na
