Country,GDP
Aruba,
Africa Eastern and Southern,560.17574948621
Afghanistan,284.755531712597
Africa Western and Central,577.541555533278
Angola,
Albania,
Andorra,12054.0316429831
Arab World,2109.23923830645
United Arab Emirates,34372.382493511
Argentina,
Armenia,
American Samoa,
Antigua and Barbuda,1688.30935146634
Australia,9294.35924726014
Austria,9793.76534815017
Azerbaijan,
Burundi,189.125941172438
Belgium,11810.6158754725
Benin,317.820417624837
Burkina Faso,259.036506926059
Bangladesh,190.035791699715
Bulgaria,
Bahrain,
The Bahamas,5194.46237000173
Bosnia and Herzegovina,
Belarus,
Belize,1070.34825098891
Bermuda,9613.38289962825
Bolivia,803.956238258371
Brazil,
Barbados,2656.64734893189
Brunei Darussalam,15409.830990112
Bhutan,
Botswana,917.594022141078
Central African Republic,293.166651016016
Canada,10077.5026707269
Central Europe and the Baltics,
Switzerland,
Channel Islands,
Chile,1929.00724027874
China,272.146922693902
Ivory Coast,1143.38584161178
Cameroon,718.031333833452
Democratic Republic of the Congo,
"Congo, Rep.",670.359915530005
Colombia,1092.30456373975
Comoros,
Cabo Verde,
Costa Rica,1717.78464656523
Caribbean small states,1974.78047714018
Cuba,2003.58284635436
Curacao,
Cayman Islands,
Cyprus,2559.259765625
Czechia,
Germany,11281.0233245081
Djibouti,
Dominica,756.070785082576
Denmark,13751.998948016
Dominican Republic,977.414313605875
Algeria,1829.89715570571
Ecuador,1789.23051995927
Egypt,422.696046016662
Eritrea,
Spain,5770.21461386463
Estonia,
Ethiopia,
European Union,7274.66352991411
Finland,9332.24526383769
Fiji,1621.49458014239
France,11213.0236211621
Faroe Islands,10553.0629242592
"Micronesia, Fed. Sts.",
Gabon,4149.9601747736
United Kingdom,7804.76208051155
Georgia,
Ghana,349.109185543003
Gibraltar,
Guinea,
"Gambia, The",297.937334444972
Guinea-Bissau,144.277219678046
Equatorial Guinea,
Greece,5705.94937054811
Grenada,1073.52178893999
Greenland,8480.76253105822
Guatemala,1027.08369602514
Guam,
Guyana,684.896485651054
High income,8472.65472690097
"Hong Kong SAR, China",4569.4838495588
Honduras,967.659688358648
Heavily indebted poor countries (HIPC),356.73793284745
Croatia,
Haiti,195.180173230282
Hungary,
IBRD only,752.986732445079
IDA & IBRD total,678.183535690432
IDA total,350.653626103474
IDA blend,489.525701743146
Indonesia,355.235950857064
IDA only,292.764689495262
Isle of Man,
India,224.575437698719
Not classified,
Ireland,5429.96200087479
"Iran, Islamic Rep.",2429.56177238612
Iraq,2857.55959079762
Iceland,12640.6408128355
Israel,
Italy,6990.28580671461
Jamaica,1150.99038511443
Jordan,1530.05118646442
Japan,9301.14831026293
Kazakhstan,
Kenya,399.113089445615
Kyrgyz Republic,
Cambodia,
Kiribati,712.977201529712
St. Kitts and Nevis,1359.59935165074
South Korea,1783.62231287847
Kuwait,17524.364335387
Lao PDR,
Lebanon,
Liberia,
Libya,
St. Lucia,
Latin America & Caribbean,
Sri Lanka,229.190922026885
Lesotho,211.94461937649
Late-demographic dividend,822.171868877778
Lithuania,
Latvia,
"Macao SAR, China",
St. Martin (French part),
Morocco,825.642761230469
Moldova,
Madagascar,398.464185188761
Maldives,
Middle East & North Africa,2576.45950861951
Mexico,2039.19907156631
Marshall Islands,
Middle income,672.835275382211
North Macedonia,
Mali,221.031517616297
Malta,3195.55258574769
Myanmar,29.0132065051199
Middle East & North Africa (excluding high income),1409.86575734305
Montenegro,
Mongolia,
Northern Mariana Islands,
Mozambique,
Mauritania,650.42148227411
Mauritius,1275.0342094386
Malawi,
Malaysia,1647.63082237476
North America,11518.7411730326
Namibia,
New Caledonia,7561.19656010009
Niger,352.300729629021
Nigeria,667.98172189236
Nicaragua,
Netherlands,12798.5432457441
Norway,13046.5372210653
Nepal,121.484544628571
Nauru,
New Zealand,6668.1386662247
OECD members,7912.01002573135
Oman,3875.381490886
Other small states,1979.45377530621
Pakistan,254.347760613349
Panama,1937.71548905908
Peru,
Philippines,662.046543184703
Palau,
Papua New Guinea,754.054703590354
Poland,
Pre-demographic dividend,569.834348374412
Puerto Rico,4024.50942019287
"Korea, Dem. People's Rep.",
Portugal,2755.6246177008
Paraguay,1139.14805979759
West Bank and Gaza,
Pacific island small states,1188.6694892223
Post-demographic dividend,8556.29646024468
French Polynesia,7662.77418864026
Qatar,21634.6209857832
Romania,
Russia,
Rwanda,218.61733702574
Saudi Arabia,11553.240223133
Sudan,419.702545166016
Senegal,734.099543445937
Singapore,3900.53355310873
Solomon Islands,669.999452944526
Sierra Leone,336.16135709362
El Salvador,781.323678260589
San Marino,
Somalia,109.158858906401
Serbia,
Sub-Saharan Africa (excluding high income),564.35679742044
South Sudan,
Sub-Saharan Africa,564.590730769181
Small states,1937.46056790605
Sao Tome and Principe,
Suriname,2073.60571546685
Slovak Republic,
Slovenia,
Sweden,14877.1642883549
Eswatini,711.620684419182
Sint Maarten (Dutch part),
Seychelles,2030.13590313409
Syrian Arab Republic,1154.51384962985
Turks and Caicos Islands,
Chad,228.101232392002
Togo,322.962046824376
Thailand,611.519105814802
Tajikistan,
Turkmenistan,
Timor-Leste,
Tonga,462.841709448868
Trinidad and Tobago,4137.71037300753
Tunisia,1120.42548353638
Turkiye,2075.04900337908
Tuvalu,
Tanzania,
Uganda,164.394819325749
Ukraine,
Upper middle income,927.042902756718
Uruguay,2442.07732993893
United States,11674.1818666548
Uzbekistan,
St. Vincent and the Grenadines,665.185528242638
"Venezuela, RB",3266.78534648512
British Virgin Islands,
Virgin Islands (U.S.),
Viet Nam,
Vanuatu,1033.94051997091
Samoa,
Kosovo,
"Yemen, Rep.",
South Africa,2196.69747134361
Zambia,604.101546221886
Zimbabwe,777.883008783424
