Country,GDP,rank
Aruba,20911.19,na
Africa Eastern and Southern,631.6,na
Afghanistan,,na
Africa Western and Central,532.27,na
Angola,527.46,na
Albania,1281.66,277
Andorra,22809.09,na
Arab World,2736.6,na
United Arab Emirates,29909.01,na
Argentina,7168.98,54
Armenia,676.15,127
American Samoa,,na
Antigua and Barbuda,10502.94,na
Australia,19695.73,10
Austria,24558.76,212
Azerbaijan,703.67,164
Burundi,135.61,na
Belgium,23015.07,277
Benin,508.35,na
Burkina Faso,260.44,na
Bangladesh,410.05,na
Bulgaria,1770.91,7
Bahrain,12291.83,na
The Bahamas,25234.14,na
Bosnia and Herzegovina,1382.77,97
Belarus,1244.37,10
Belize,4708.29,na
Bermuda,58883.96,na
Bolivia,930.88,na
Brazil,3142.24,73
Barbados,11510.04,na
Brunei Darussalam,16437.42,na
Bhutan,765.01,na
Botswana,3115.68,na
Central African Republic,242.58,na
Canada,23822.06,10
Central Europe and the Baltics,4352.73,na
Switzerland,39638.79,199
Channel Islands,42678.28,na
Chile,4610.59,na
China,1053.11,na
Ivory Coast,974.78,na
Cameroon,706.98,na
Democratic Republic of the Congo,148.45,na
"Congo, Rep.",859.44,na
Colombia,2465.01,127
Comoros,691.04,na
Cabo Verde,1208.46,na
Costa Rica,3941.6,na
Caribbean small states,5369.25,na
Cuba,2844.24,33
Curacao,,na
Cayman Islands,,na
Cyprus,14821.45,148
Czechia,6637.04,na
Germany,23628.33,28
Djibouti,747.78,na
Dominica,4991.76,na
Denmark,30751.65,243
Dominican Republic,2953.25,na
Algeria,1754.58,na
Ecuador,1904.81,446
Egypt,1327.1,na
Eritrea,305.6,na
Spain,15369.0,199
Estonia,4505.86,97
Ethiopia,119.26,na
European Union,17198.04,na
Finland,24967.79,199
Fiji,1964.13,na
France,22449.34,87
Faroe Islands,25089.59,na
"Micronesia, Fed. Sts.",2152.53,na
Gabon,3844.56,na
United Kingdom,27906.57,54
Georgia,801.98,65
Ghana,263.17,na
Gibraltar,,na
Guinea,335.01,na
"Gambia, The",464.64,na
Guinea-Bissau,312.25,na
Equatorial Guinea,2031.42,na
Greece,12549.04,97
Grenada,4821.78,na
Greenland,19275.43,na
Guatemala,1550.36,277
Guam,,na
Guyana,937.3,na
High income,24791.19,na
"Hong Kong SAR, China",25230.38,na
Honduras,1118.94,na
