Country,GDP,rank
Aruba,26940.26,na
Africa Eastern and Southern,1725.33,na
Afghanistan,626.51,na
Africa Western and Central,2248.32,na
Angola,5011.98,na
Albania,4578.63,321
Andorra,45680.55,na
Arab World,7306.05,na
United Arab Emirates,46865.96,na
Argentina,12334.8,200
Armenia,4017.23,69
American Samoa,12314.0,na
Antigua and Barbuda,15451.5,na
Australia,62558.24,1
Austria,51786.38,124
Azerbaijan,7890.84,267
Burundi,257.82,na
Belgium,47764.07,124
Benin,1251.5,507
Burkina Faso,767.37,446
Bangladesh,1108.51,124
Bulgaria,7912.27,50
Bahrain,25464.76,na
The Bahamas,28203.36,na
Bosnia and Herzegovina,5196.97,83
Belarus,8341.29,36
Belize,6031.55,na
Bermuda,98467.68,na
Bolivia,3022.46,507
Brazil,12071.4,102
Barbados,16964.75,na
Brunei Darussalam,41035.78,na
Bhutan,2589.9,na
Botswana,6844.03,na
Central African Republic,394.86,na
Canada,50956.0,11
Central Europe and the Baltics,14142.32,na
Switzerland,88724.99,95
Channel Islands,,na
Chile,14675.15,221
China,7636.07,na
Ivory Coast,2124.02,507
Cameroon,1631.71,na
Democratic Republic of the Congo,472.27,na
"Congo, Rep.",3623.81,na
Colombia,8167.47,124
Comoros,1608.69,na
Cabo Verde,3739.28,na
Costa Rica,10737.68,238
Caribbean small states,10730.9,na
Cuba,7117.54,387
Curacao,19623.03,na
Cayman Islands,76610.65,na
Cyprus,27162.32,321
Czechia,19890.92,na
Germany,48023.87,50
Djibouti,2239.11,na
Dominica,7502.12,na
Denmark,62548.98,200
Dominican Republic,6533.67,na
Algeria,5516.23,na
Ecuador,6374.63,446
Egypt,3196.86,na
Eritrea,,na
Spain,29513.65,163
Estonia,20261.07,296
Ethiopia,557.53,na
European Union,35282.03,na
Finland,50327.24,163
Fiji,5305.06,na
France,43068.55,124
Faroe Islands,60126.13,na
"Micronesia, Fed. Sts.",2928.45,na
Gabon,9255.37,na
United Kingdom,47439.62,50
Georgia,4739.28,83
Ghana,1942.92,544
Gibraltar,,na
Guinea,774.57,na
"Gambia, The",561.65,na
Guinea-Bissau,605.12,na
Equatorial Guinea,16804.92,na
Greece,21616.71,83
Grenada,7726.38,na
Greenland,50485.22,na
Guatemala,3779.63,na
Guam,33483.94,na
Guyana,5495.38,na
High income,42412.13,na
"Hong Kong SAR, China",40315.37,na
Honduras,2164.42,na
Heavily indebted poor countries (HIPC),1021.16,na
Croatia,14001.16,40
Haiti,1454.65,na
Hungary,14294.26,15
IBRD only,5971.51,na
IDA & IBRD total,4836.87,na
IDA total,1443.62,na
IDA blend,2135.84,na
Indonesia,3476.62,83
IDA only,1095.16,na
Isle of Man,91881.13,na
India,1559.86,124
Not classified,,na
Ireland,55752.76,296
"Iran, Islamic Rep.",5757.54,na
Iraq,6215.99,na
Iceland,54576.74,163
Israel,38259.68,69
Italy,35565.72,15
Jamaica,4991.56,na
Jordan,4255.89,na
Japan,38475.4,5
Kazakhstan,12807.26,40
Kenya,1489.92,na
Kyrgyz Republic,1279.77,na
Cambodia,1098.07,na
Kiribati,1546.88,na
St. Kitts and Nevis,19945.32,na
South Korea,29252.93,na
Kuwait,43239.84,na
Lao PDR,1984.51,na
Lebanon,7665.38,na
Liberia,713.73,na
Libya,9408.75,na
St. Lucia,10007.14,na
Latin America & Caribbean,10539.37,na
Sri Lanka,3885.62,200
Lesotho,1165.05,na
Late-demographic dividend,8812.63,na
Lithuania,16551.02,95
Latvia,15742.39,83
"Macao SAR, China",90873.6,na
St. Martin (French part),21920.02,na
Morocco,3430.53,321
Moldova,3289.17,na
Madagascar,517.14,na
Maldives,8872.13,na
Middle East & North Africa,8345.57,na
Mexico,11490.02,83
Marshall Islands,3672.68,na
Middle income,5036.89,na
North Macedonia,5495.73,163
Mali,818.43,na
Malta,26753.27,na
Myanmar,1281.44,na
Middle East & North Africa (excluding high income),4317.81,na
Montenegro,7387.87,387
Mongolia,4211.94,163
Northern Mariana Islands,16044.43,na
Mozambique,690.44,na
Mauritania,1715.39,na
Mauritius,10366.36,na
Malawi,534.13,na
Malaysia,11045.58,40
North America,54714.47,na
Namibia,5544.1,na
New Caledonia,39675.57,na
Niger,560.75,na
Nigeria,3200.95,256
Nicaragua,1913.52,na
Netherlands,52900.54,28
Norway,97666.7,95
Nepal,827.74,na
Nauru,9063.0,na
New Zealand,44572.9,109
OECD members,38068.5,na
Oman,23121.21,na
Other small states,15445.72,na
Pakistan,1303.19,163
Panama,12837.25,446
Peru,6614.83,69
Philippines,2935.93,109
Palau,13580.01,na
Papua New Guinea,2742.25,na
Poland,14181.95,28
Pre-demographic dividend,1877.25,na
Puerto Rico,28981.46,387
"Korea, Dem. People's Rep.",,na
Portugal,22103.7,50
Paraguay,6629.42,163
West Bank and Gaza,3352.11,na
Pacific island small states,3851.25,na
Post-demographic dividend,43170.3,na
French Polynesia,21223.08,na
Qatar,93126.15,na
Romania,10031.34,15
Russia,14095.65,5
Rwanda,724.79,na
Saudi Arabia,23862.8,163
Sudan,2076.0,na
Senegal,1417.09,na
Singapore,57564.8,28
Solomon Islands,2235.73,na
Sierra Leone,702.34,na
El Salvador,3638.52,na
San Marino,50133.61,na
Somalia,491.19,na
Serbia,6600.06,40
Sub-Saharan Africa (excluding high income),1936.09,na
South Sudan,1245.15,na
Sub-Saharan Africa,1937.33,na
Small states,13841.68,na
Sao Tome and Principe,1484.17,na
Suriname,9199.18,na
Slovak Republic,18719.99,na
Slovenia,24247.17,221
Sweden,60020.36,238
Eswatini,3928.52,na
Sint Maarten (Dutch part),36136.7,na
Seychelles,15188.17,na
Syrian Arab Republic,1071.23,na
Turks and Caicos Islands,24040.87,na
Chad,1017.79,na
Togo,877.19,na
Thailand,5822.38,69
Tajikistan,1094.43,238
Turkmenistan,7685.51,na
Timor-Leste,1221.72,na
Tonga,4125.43,na
Trinidad and Tobago,20473.4,163
Tunisia,4398.64,367
Turkiye,12165.22,na
Tuvalu,3556.38,na
Tanzania,1013.43,507
Uganda,897.51,493
Ukraine,3104.65,7
Upper middle income,8239.68,na
Uruguay,18131.58,387
United States of America,55123.85,15
Uzbekistan,2628.46,na
St. Vincent and the Grenadines,7210.6,na
"Venezuela, RB",15975.73,na
British Virgin Islands,,na
Virgin Islands (U.S.),33045.36,na
Viet Nam,2558.78,na
Vanuatu,2861.2,na
Samoa,3948.73,na
Kosovo,3902.53,na
"Yemen, Rep.",1557.6,na
South Africa,6965.14,200
Zambia,1724.58,na
Zimbabwe,1407.03,493
