Country,GDP,rank
Aruba,27665.3,na
Africa Eastern and Southern,1376.64,na
Afghanistan,376.32,na
Africa Western and Central,1421.27,na
Angola,3121.35,na
Albania,3595.04,145
Andorra,50562.83,na
Arab World,5329.58,na
United Arab Emirates,43918.38,na
Argentina,7210.6,83
Armenia,3064.28,68
American Samoa,9187.17,na
Antigua and Barbuda,16006.14,na
Australia,41051.61,40
Austria,46915.34,65
Azerbaijan,3851.33,123
Burundi,170.71,na
Belgium,44319.17,197
Benin,944.64,na
Burkina Faso,516.75,na
Bangladesh,552.34,322
Bulgaria,5888.78,12
Bahrain,20883.55,na
The Bahamas,29687.87,na
Bosnia and Herzegovina,3936.93,93
Belarus,4735.48,28
Belize,5717.93,na
Bermuda,104287.39,na
Bolivia,1351.04,482
Brazil,7323.19,83
Barbados,17219.02,na
Brunei Darussalam,32337.27,na
Bhutan,1714.03,na
Botswana,5372.34,na
Central African Republic,388.48,na
Canada,44659.9,93
Central Europe and the Baltics,12009.68,na
Switzerland,64989.16,171
Channel Islands,75148.35,na
Chile,10456.83,464
China,2693.96,na
Ivory Coast,1451.23,na
Cameroon,1311.0,na
Democratic Republic of the Congo,277.61,na
"Congo, Rep.",2219.91,na
Colombia,4762.08,110
Comoros,1289.79,na
Cabo Verde,3268.31,na
Costa Rica,6055.09,133
Caribbean small states,9053.71,na
Cuba,4814.85,171
Curacao,,na
Cayman Islands,89960.68,na
Cyprus,31244.93,254
Czechia,18466.55,na
Germany,41640.08,2
Djibouti,980.03,na
Dominica,6126.85,na
Denmark,58487.05,133
Dominican Republic,4676.08,na
Algeria,3971.8,na
Ecuador,3579.03,226
Egypt,1586.47,na
Eritrea,450.41,na
Spain,32591.35,171
Estonia,16744.58,171
Ethiopia,240.35,na
European Union,33587.35,na
Finland,48476.39,110
Fiji,3793.1,na
France,41557.62,28
Faroe Islands,48365.74,na
"Micronesia, Fed. Sts.",2344.4,na
Gabon,8036.92,na
United Kingdom,50397.69,12
Georgia,2635.37,28
Ghana,1047.2,na
Gibraltar,,na
Guinea,657.99,na
"Gambia, The",725.09,na
Guinea-Bissau,480.44,na
Equatorial Guinea,13776.9,na
Greece,28863.97,68
Grenada,6790.63,na
Greenland,39780.94,na
Guatemala,2490.75,na
Guam,26686.82,na
Guyana,3609.91,na
High income,37889.3,na
"Hong Kong SAR, China",30593.95,na
Honduras,1559.89,na
Heavily indebted poor countries (HIPC),681.85,na
Croatia,13762.46,171
Haiti,979.6,na
Hungary,13940.91,55
IBRD only,3309.98,na
IDA & IBRD total,2766.53,na
IDA total,995.79,na
IDA blend,1303.57,na
Indonesia,1840.33,55
IDA only,841.96,na
Isle of Man,55072.18,na
India,1022.73,68
Not classified,,na
Ireland,61396.42,226
"Iran, Islamic Rep.",4838.0,na
Iraq,3099.59,na
Iceland,69495.73,266
Israel,25633.64,197
Italy,37870.75,4
Jamaica,4738.45,na
Jordan,2643.17,na
Japan,35779.02,7
Kazakhstan,6771.42,110
Kenya,840.19,na
Kyrgyz Republic,721.77,na
Cambodia,629.92,322
Kiribati,1300.76,na
St. Kitts and Nevis,14660.96,na
South Korea,24086.41,na
Kuwait,45729.8,na
Lao PDR,699.04,na
Lebanon,5162.03,na
Liberia,377.95,na
Libya,11158.11,na
St. Lucia,7975.79,na
Latin America & Caribbean,7015.1,na
Sri Lanka,1611.18,402
Lesotho,848.08,na
Late-demographic dividend,4379.96,na
Lithuania,12285.45,28
Latvia,14113.53,266
"Macao SAR, China",35782.86,na
St. Martin (French part),,na
Morocco,2751.42,322
Moldova,1531.22,na
Madagascar,427.84,na
Maldives,5746.64,na
Middle East & North Africa,6119.53,na
Mexico,10178.44,133
Marshall Islands,2773.42,na
Middle income,2771.47,na
North Macedonia,4079.39,145
Mali,579.26,na
Malta,19485.87,na
Myanmar,416.6,na
Middle East & North Africa (excluding high income),3543.29,na
Montenegro,5976.39,344
Mongolia,1625.32,68
Northern Mariana Islands,14877.08,na
Mozambique,508.04,na
Mauritania,1378.22,na
Mauritius,6574.66,na
Malawi,478.03,na
Malaysia,7144.0,197
North America,47727.48,na
Namibia,4394.52,na
New Caledonia,36864.86,na
Niger,384.72,na
Nigeria,1876.41,365
Nicaragua,1323.84,na
Netherlands,51799.21,171
Norway,85502.27,40
Nepal,386.53,na
Nauru,,na
New Zealand,32479.98,145
OECD members,34404.47,na
Oman,16151.28,na
Other small states,10683.73,na
Pakistan,1012.18,226
Panama,6205.82,na
Peru,3572.36,65
Philippines,1741.6,402
Palau,10270.46,na
Papua New Guinea,1379.13,na
Poland,11254.31,19
Pre-demographic dividend,1168.0,na
Puerto Rico,23664.88,440
"Korea, Dem. People's Rep.",,na
Portugal,22811.06,197
Paraguay,3194.26,266
West Bank and Gaza,1664.25,na
Pacific island small states,2818.29,na
Post-demographic dividend,38783.09,na
French Polynesia,23837.82,na
Qatar,64706.99,na
Romania,8360.34,7
Russia,9101.24,1
Rwanda,427.46,na
Saudi Arabia,15756.19,454
Sudan,1500.67,na
Senegal,1210.17,na
Singapore,39432.89,145
Solomon Islands,1377.86,na
Sierra Leone,358.08,na
El Salvador,2814.59,344
San Marino,71970.06,na
Somalia,,na
Serbia,5848.48,19
Sub-Saharan Africa (excluding high income),1392.2,na
South Sudan,,na
Sub-Saharan Africa,1393.39,na
Small states,9833.76,na
Sao Tome and Principe,878.14,na
Suriname,5562.33,na
Slovak Republic,16106.06,na
Slovenia,23817.89,145
Sweden,53700.01,123
Eswatini,3200.51,na
Sint Maarten (Dutch part),,na
Seychelles,12669.3,na
Syrian Arab Republic,8695.84,na
Turks and Caicos Islands,29446.08,na
Chad,806.71,na
Togo,621.73,na
Thailand,3934.69,12
Tajikistan,517.43,161
Turkmenistan,2520.29,266
Timor-Leste,532.49,na
Tonga,2799.37,na
Trinidad and Tobago,15627.29,293
Tunisia,3678.06,na
Turkiye,9711.22,na
Tuvalu,2803.25,na
Tanzania,539.54,na
Uganda,401.71,na
Ukraine,3197.93,4
Upper middle income,4255.42,na
Uruguay,7149.37,na
United States of America,48050.22,7
Uzbekistan,830.41,93
St. Vincent and the Grenadines,6439.01,na
"Venezuela, RB",8369.24,na
British Virgin Islands,,na
Virgin Islands (U.S.),44158.51,na
Viet Nam,913.31,na
Vanuatu,2261.46,na
Samoa,3011.1,na
Kosovo,,na
"Yemen, Rep.",956.23,na
South Africa,6662.06,293
Zambia,1133.44,na
Zimbabwe,425.04,na
