Country,GDP,rank
Aruba,18713.43,na
Africa Eastern and Southern,762.89,na
Afghanistan,,na
Africa Western and Central,1103.19,na
Angola,516.13,na
Albania,717.38,340
Andorra,18253.08,na
Arab World,2470.92,na
United Arab Emirates,28709.25,na
Argentina,8176.77,131
Armenia,501.16,110
American Samoa,,na
Antigua and Barbuda,9556.83,na
Australia,23646.62,15
Austria,26705.48,28
Azerbaijan,505.52,131
Burundi,164.23,na
Belgium,24820.94,142
Benin,355.14,na
Burkina Faso,224.61,na
Bangladesh,395.32,na
Bulgaria,1361.41,7
Bahrain,9728.45,na
The Bahamas,20415.71,na
Bosnia and Herzegovina,907.15,200
Belarus,1396.66,56
Belize,4011.02,na
Bermuda,48478.88,na
Bolivia,973.96,299
Brazil,5240.13,100
Barbados,9491.48,na
Brunei Darussalam,16593.43,na
Bhutan,644.09,na
Botswana,3100.17,na
Central African Republic,271.14,na
Canada,21901.56,70
Central Europe and the Baltics,3748.51,na
Switzerland,41584.44,177
Channel Islands,,na
Chile,5789.71,258
China,781.74,na
Ivory Coast,1176.85,na
Cameroon,773.93,na
Democratic Republic of the Congo,135.89,na
"Congo, Rep.",807.89,na
Colombia,2860.04,110
Comoros,721.63,na
Cabo Verde,1139.22,na
Costa Rica,3373.41,na
Caribbean small states,4419.1,na
Cuba,2306.38,79
Curacao,,na
Cayman Islands,,na
Cyprus,14234.24,391
Czechia,6034.49,na
Germany,26964.05,32
Djibouti,752.75,na
Dominica,4385.99,na
Denmark,32835.94,221
Dominican Republic,2456.11,na
Algeria,1634.47,408
Ecuador,2349.22,na
Egypt,1170.8,na
Eritrea,299.57,na
Spain,14730.8,247
Estonia,3682.95,155
Ethiopia,140.27,na
European Union,18088.6,na
Finland,24691.87,120
Fiji,2597.93,na
France,24226.88,11
Faroe Islands,20985.8,na
"Micronesia, Fed. Sts.",1859.27,na
Gabon,4514.99,na
United Kingdom,26766.01,15
Georgia,807.03,70
Ghana,377.24,na
Gibraltar,,na
Guinea,482.44,na
"Gambia, The",610.2,na
Guinea-Bissau,231.02,na
Equatorial Guinea,730.45,na
Greece,13427.83,60
Grenada,3715.72,na
Greenland,19145.61,na
Guatemala,1649.0,391
Guam,,na
Guyana,991.96,na
High income,23843.55,na
"Hong Kong SAR, China",27330.09,na
Honduras,933.76,na
Heavily indebted poor countries (HIPC),353.02,na
Croatia,5330.33,50
Haiti,421.84,na
Hungary,4596.18,5
IBRD only,1486.21,na
IDA & IBRD total,1297.78,na
IDA total,602.27,na
IDA blend,941.27,na
Indonesia,1054.35,272
IDA only,431.16,na
Isle of Man,16223.65,na
India,414.9,60
Not classified,,na
Ireland,22551.11,340
"Iran, Islamic Rep.",1823.27,na
Iraq,929.88,na
Iceland,27919.19,100
Israel,20366.58,40
Italy,21829.35,110
Jamaica,3287.75,na
Jordan,1530.7,na
Japan,35638.23,7
Kazakhstan,1445.5,177
Kenya,462.4,na
Kyrgyz Republic,376.43,na
Cambodia,301.22,na
Kiribati,801.09,na
St. Kitts and Nevis,8581.67,na
South Korea,12398.49,na
Kuwait,17230.06,364
Lao PDR,339.19,na
Lebanon,3834.86,na
Liberia,,na
Libya,6262.49,na
St. Lucia,5184.34,na
Latin America & Caribbean,4623.21,na
Sri Lanka,818.03,na
Lesotho,505.94,na
Late-demographic dividend,1747.58,na
Lithuania,2830.28,79
Latvia,2683.24,50
"Macao SAR, China",17652.59,na
St. Martin (French part),,na
Morocco,1416.9,285
Moldova,657.29,na
Madagascar,288.45,na
Maldives,1889.03,na
Middle East & North Africa,2929.03,na
Mexico,5617.43,86
Marshall Islands,2114.4,na
Middle income,1298.87,na
North Macedonia,1959.56,142
Mali,260.36,na
Malta,9724.34,na
Myanmar,107.39,na
Middle East & North Africa (excluding high income),1690.84,na
Montenegro,,na
Mongolia,495.82,28
Northern Mariana Islands,,na
Mozambique,294.99,na
Mauritania,834.04,na
Mauritius,3646.64,na
Malawi,368.68,na
Malaysia,4706.31,340
North America,30518.04,na
Namibia,2453.87,na
New Caledonia,16339.81,na
Niger,218.25,na
Nigeria,1765.08,na
Nicaragua,896.65,na
Netherlands,26700.54,79
Norway,36629.03,110
Nepal,211.56,na
Nauru,,na
New Zealand,17474.19,200
OECD members,21729.69,na
Oman,7052.7,na
Other small states,3790.25,na
Pakistan,441.75,na
Panama,3775.57,na
Peru,2292.4,200
Philippines,1294.11,272
Palau,,na
Papua New Guinea,995.2,na
Poland,4123.15,44
Pre-demographic dividend,718.4,na
Puerto Rico,12817.64,391
"Korea, Dem. People's Rep.",,na
Portugal,11575.51,364
Paraguay,2068.21,391
West Bank and Gaza,1389.16,na
Pacific island small states,2048.48,na
Post-demographic dividend,24456.62,na
French Polynesia,15741.81,na
Qatar,20519.41,na
Romania,1577.34,1
Russia,2737.57,11
Rwanda,241.51,na
Saudi Arabia,8323.83,na
Sudan,388.81,na
Senegal,667.45,na
Singapore,26375.87,177
Solomon Islands,1326.17,na
Sierra Leone,193.01,na
El Salvador,1749.5,na
San Marino,,na
Somalia,,na
Serbia,3380.04,na
Sub-Saharan Africa (excluding high income),898.5,na
South Sudan,,na
Sub-Saharan Africa,899.36,na
Small states,3810.53,na
Sao Tome and Principe,,na
Suriname,2045.59,na
Slovak Republic,5146.67,na
Slovenia,10454.97,131
Sweden,30312.49,11
Eswatini,1732.77,na
Sint Maarten (Dutch part),,na
Seychelles,7746.7,na
Syrian Arab Republic,4397.54,na
Turks and Caicos Islands,,na
Chad,207.32,na
Togo,326.39,na
Thailand,2462.41,221
Tajikistan,150.65,na
Turkmenistan,561.53,na
Timor-Leste,,na
Tonga,2135.86,na
Trinidad and Tobago,4352.81,285
Tunisia,2170.57,na
Turkiye,3098.67,na
Tuvalu,1318.91,na
Tanzania,248.75,na
Uganda,286.57,na
Ukraine,991.24,11
Upper middle income,1895.21,na
Uruguay,7386.51,258
United States of America,31459.14,1
Uzbekistan,623.0,258
St. Vincent and the Grenadines,3043.25,na
"Venezuela, RB",3725.99,na
British Virgin Islands,,na
Virgin Islands (U.S.),,na
Viet Nam,352.93,na
Vanuatu,1524.96,na
Samoa,1598.92,na
Kosovo,,na
"Yemen, Rep.",399.7,na
South Africa,3731.43,32
Zambia,471.17,na
Zimbabwe,750.68,na
