Country,GDP,rank
Aruba,25611.18,na
Africa Eastern and Southern,1773.65,na
Afghanistan,653.42,na
Africa Western and Central,1957.92,na
Angola,5083.83,na
Albania,4247.63,na
Andorra,44902.39,na
Arab World,7368.7,na
United Arab Emirates,44386.79,na
Argentina,13082.66,182
Armenia,3643.72,96
American Samoa,11920.06,na
Antigua and Barbuda,15136.84,na
Australia,68078.04,72
Austria,48564.92,182
Azerbaijan,7495.87,204
Burundi,238.21,na
Belgium,44670.56,72
Benin,1112.57,na
Burkina Faso,733.97,na
Bangladesh,876.82,64
Bulgaria,7430.74,17
Bahrain,25102.73,na
The Bahamas,28059.39,na
Bosnia and Herzegovina,4688.35,96
Belarus,6953.22,72
Belize,5635.52,na
Bermuda,98431.87,na
Bolivia,2562.47,483
Brazil,12327.51,33
Barbados,16704.92,na
Brunei Darussalam,46844.2,na
Bhutan,2470.07,na
Botswana,6392.99,na
Central African Republic,525.87,na
Canada,52669.09,4
Central Europe and the Baltics,13075.4,na
Switzerland,85836.21,151
Channel Islands,,na
Chile,15397.78,163
China,6300.58,na
Ivory Coast,1649.3,350
Cameroon,1433.72,na
Democratic Republic of the Congo,412.78,na
"Congo, Rep.",3753.86,na
Colombia,8096.8,140
Comoros,1483.95,na
Cabo Verde,3583.46,na
Costa Rica,9971.65,140
Caribbean small states,10464.83,na
Cuba,6467.34,398
Curacao,19809.82,na
Cayman Islands,75466.14,na
Cyprus,28910.75,302
Czechia,19870.8,na
Germany,43855.85,112
Djibouti,1418.46,na
Dominica,7054.88,na
Denmark,58507.51,163
Dominican Republic,6049.47,na
Algeria,5610.73,na
Ecuador,5678.46,151
Egypt,3059.14,na
Eritrea,,na
Spain,28322.95,96
Estonia,17403.21,277
Ethiopia,458.55,na
European Union,33169.12,na
Finland,47708.06,96
Fiji,4359.79,na
France,40870.85,112
Faroe Islands,50157.06,na
"Micronesia, Fed. Sts.",3023.59,na
Gabon,9348.51,na
United Kingdom,42497.34,30
Georgia,4421.93,204
Ghana,1536.62,na
Gibraltar,,na
Guinea,707.97,na
"Gambia, The",686.56,na
Guinea-Bissau,598.57,na
Equatorial Guinea,18756.43,na
Greece,21913.0,33
Grenada,6900.77,na
Greenland,45936.96,na
Guatemala,3355.03,316
Guam,31642.15,na
Guyana,5461.39,na
High income,41480.86,na
"Hong Kong SAR, China",36730.8,na
Honduras,2107.35,398
Heavily indebted poor countries (HIPC),914.73,na
Croatia,13439.66,33
Haiti,1356.17,na
Hungary,12984.84,52
IBRD only,5596.08,na
IDA & IBRD total,4533.25,na
IDA total,1286.78,na
IDA blend,1885.4,na
Indonesia,3668.21,72
IDA only,985.0,na
Isle of Man,79326.38,na
India,1434.02,33
Not classified,,na
Ireland,48943.82,316
"Iran, Islamic Rep.",8329.0,na
Iraq,6437.5,na
Iceland,45995.55,425
Israel,33156.23,85
Italy,35051.52,112
Jamaica,5365.24,na
Jordan,4386.46,na
Japan,49145.28,64
Kazakhstan,12386.7,112
Kenya,1289.78,na
Kyrgyz Republic,1177.98,na
Cambodia,950.48,na
Kiribati,1698.92,na
St. Kitts and Nevis,17293.81,na
South Korea,25459.17,na
Kuwait,51271.07,529
Lao PDR,1566.01,na
Lebanon,8500.18,na
Liberia,644.46,na
Libya,15765.42,na
St. Lucia,9231.58,na
Latin America & Caribbean,10311.91,na
Sri Lanka,3351.89,204
Lesotho,1205.86,na
Late-demographic dividend,7991.47,na
Lithuania,14367.71,140
Latvia,13847.34,277
"Macao SAR, China",74111.6,na
St. Martin (French part),,na
Morocco,3164.0,182
Moldova,3044.81,na
Madagascar,504.17,na
Maldives,7447.42,na
Middle East & North Africa,8794.73,na
Mexico,10842.73,33
Marshall Islands,3445.32,na
Middle income,4716.81,na
North Macedonia,4728.31,204
Mali,753.39,na
Malta,22526.54,na
Myanmar,1193.55,na
Middle East & North Africa (excluding high income),4953.99,na
Montenegro,6586.4,483
Mongolia,4402.3,33
Northern Mariana Islands,14247.79,na
Mozambique,681.49,na
Mauritania,1850.38,na
Mauritius,9291.24,na
Malawi,563.06,na
Malaysia,10601.51,112
North America,51881.17,na
Namibia,6017.18,na
New Caledonia,37294.02,na
Niger,525.05,na
Nigeria,2728.02,140
Nicaragua,1746.42,na
Netherlands,50070.14,33
Norway,102175.92,316
Nepal,794.09,na
Nauru,9675.96,na
New Zealand,39973.38,229
OECD members,37285.58,na
Oman,24722.64,na
Other small states,14987.31,na
Pakistan,1236.89,52
Panama,10767.29,398
Peru,6475.72,52
Philippines,2671.78,254
Palau,11835.38,na
